years,rank,manufacturer,sales
2023-07,94,中国重汽VGV,520
2023-07,95,赛力斯蓝电,514
2023-07,96,吉利新能源,489
2023-07,97,东风英菲尼迪,400
2023-07,98,江铃集团新能源,366
2023-07,99,电动屋,100
2023-07,100,东南汽车,86
2023-07,101,DS汽车,51
2023-07,102,一汽海马,49
2023-07,103,小虎汽车,47
2023-07,104,睿蓝汽车,39
2023-07,105,金康赛力斯,37
2023-07,106,福汽新龙马,22
2023-07,107,东风本田,9
2023-07,108,海马汽车,3
2023-07,109,广汽丰田新能源,3
2023-07,110,广汽本田,3
2023-07,111,DS(进口),3
2023-07,112,一汽吉林,2
2023-08,1,比亚迪,230077
2023-08,2,上汽大众,106396
2023-08,3,一汽-大众,89152
2023-08,4,长安汽车,83412
2023-08,5,广汽丰田,79721
2023-08,6,吉利汽车,76918
2023-08,7,一汽丰田,75770
2023-08,8,特斯拉中国,64694
2023-08,9,华晨宝马,60116
2023-08,10,东风本田,59948
2023-08,11,上汽通用五菱,57974
2023-08,12,北京奔驰,55100
2023-08,13,一汽-大众奥迪,55036
2023-08,14,东风日产,54979
2023-08,15,广汽埃安,52057
2023-08,16,上汽通用别克,49961
2023-08,17,长城汽车,44789
2023-08,18,广汽本田,42157
2023-08,19,奇瑞汽车,36186
2023-08,20,理想,34912
2023-08,21,广汽乘用车,33406
2023-08,22,一汽红旗,30611
2023-08,23,长安汽车,20133
2023-08,24,蔚来,19329
2023-08,25,北京现代,18005
2023-08,26,领克,17836
2023-08,27,奇瑞汽车,17797
2023-08,28,上汽通用凯迪拉克,16007
2023-08,29,上汽通用雪佛兰,15885
2023-08,30,深蓝汽车,14735
2023-08,31,零跑汽车,14190
2023-08,32,沃尔沃亚太,13905
2023-08,33,小鹏汽车,13690
2023-08,34,长安福特,12687
2023-08,35,极氪,12303
2023-08,36,长城汽车,12279
2023-08,37,一汽-大众捷达,12001
2023-08,38,腾势汽车,11515
2023-08,39,吉利汽车,11117
2023-08,40,合众汽车,10844
2023-08,41,上汽集团,10782
2023-08,42,东风乘用车,8876
2023-08,43,奇瑞新能源,8605
2023-08,44,上汽集团,8063
2023-08,45,长安马自达,7933
2023-08,46,北京汽车,7761
2023-08,47,吉利几何,7404
2023-08,48,长城新能源,7259
2023-08,49,一汽奔腾,6893
2023-08,50,长城汽车,5618
2023-08,51,东风日产,5547
2023-08,52,星途,4830
2023-08,53,上汽通用五菱,4334
2023-08,54,悦达起亚,4084
2023-08,55,东风风行,4056
2023-08,56,岚图汽车,4005
2023-08,57,长安林肯,3916
2023-08,58,江汽集团,3818
2023-08,59,东风标致,3402
2023-08,60,江铃福特,3337
2023-08,61,赛力斯汽车,3222
2023-08,62,上汽大通,3218
2023-08,63,smart,3201
2023-08,64,江汽集团,3082
2023-08,65,福建奔驰,3068
2023-08,66,东风小康,2872
2023-08,67,江淮汽车,2490
2023-08,68,凯翼汽车,2174
2023-08,69,奇瑞捷豹路虎,2167
2023-08,70,北京越野,2160
2023-08,71,创维汽车,2112
2023-08,72,大运汽车,2098
2023-08,73,奇瑞捷豹路虎,2091
2023-08,74,北汽新能源,2029
2023-08,75,上汽奥迪,2017
2023-08,76,东风汽车,2002
2023-08,77,北京汽车制造厂,1896
2023-08,78,智己汽车,1803
2023-08,79,华晨鑫源,1704
2023-08,80,东风雪铁龙,1595
2023-08,81,上汽大众斯柯达,1501
2023-08,82,上汽集团,1302
2023-08,83,江汽集团,1300
2023-08,84,吉麦新能源,1283
2023-08,85,东风新能源,1278
2023-08,86,阿维塔科技,1130
2023-08,87,睿蓝汽车,1075
2023-08,88,长安凯程,1051
2023-08,89,华晨鑫源,1042
2023-08,90,合创汽车,1035
2023-08,91,郑州日产,1030
2023-08,92,吉利新能源,823
2023-08,93,SWM斯威汽车,727
2023-08,94,曹操汽车,437
2023-08,95,江铃集团新能源,416
2023-08,96,东风英菲尼迪,403
2023-08,97,赛力斯蓝电,390
2023-08,98,中国重汽VGV,318
2023-08,99,福特电动车,270
2023-08,100,电动屋,166
2023-08,101,东南汽车,93
2023-08,102,金康赛力斯,90
2023-08,103,一汽海马,70
2023-08,104,DS汽车,45
2023-08,105,小虎汽车,42
2023-08,106,一汽吉林,14
2023-08,107,广汽本田,3
2023-08,108,起亚(进口),3
2023-08,109,东风本田,2
2023-08,110,广汽丰田新能源,1
2023-08,111,广汽本田新能源,1
2023-09,1,比亚迪,243918
2023-09,2,上汽大众,110006
2023-09,3,一汽-大众,95155
2023-09,4,吉利汽车,88547
2023-09,5,长安汽车,84976
2023-09,6,广汽丰田,83027
2023-09,7,一汽丰田,77818
2023-09,8,上汽通用五菱,68624
2023-09,9,一汽-大众奥迪,62607
2023-09,10,华晨宝马,61330
2023-09,11,东风本田,59354
2023-09,12,北京奔驰,55301
2023-09,13,东风日产,53599
2023-09,14,长城汽车,51103
2023-09,15,上汽通用别克,50979
2023-09,16,广汽埃安,50363
2023-09,17,广汽本田,50081
2023-09,18,特斯拉中国,43507
2023-09,19,奇瑞汽车,42199
2023-09,20,理想,36059
2023-09,21,一汽红旗,34808
2023-09,22,广汽乘用车,30670
2023-09,23,长安汽车,22317
2023-09,24,奇瑞汽车,21622
2023-09,25,领克,20413
2023-09,26,北京现代,17657
2023-09,27,上汽通用雪佛兰,16939
2023-09,28,零跑汽车,15800
2023-09,29,蔚来,15641
2023-09,30,小鹏汽车,15310
2023-09,31,长城汽车,14873
2023-09,32,深蓝汽车,14710
2023-09,33,长安福特,13922
2023-09,34,沃尔沃亚太,13605
2023-09,35,吉利汽车,13080
2023-09,36,上汽通用凯迪拉克,13007
2023-09,37,一汽-大众捷达,12513
2023-09,38,腾势汽车,12059
2023-09,39,极氪,12053
2023-09,40,上汽集团,11374
2023-09,41,奇瑞新能源,10966
2023-09,42,合众汽车,10838
2023-09,43,长安马自达,10345
2023-09,44,东风乘用车,9977
2023-09,45,长城新能源,9285
2023-09,46,上汽集团,9224
2023-09,47,北京汽车,7629
2023-09,48,赛力斯汽车,6708
2023-09,49,一汽奔腾,6665
2023-09,50,吉利几何,6475
2023-09,51,长安林肯,6343
2023-09,52,星途,6010
2023-09,53,东风日产,5745
2023-09,54,东风风行,5510
2023-09,55,悦达起亚,5019
2023-09,56,岚图汽车,5011
2023-09,57,江汽集团,4753
2023-09,58,江汽集团,4530
2023-09,59,东风汽车,4001
2023-09,60,东风小康,3882
2023-09,61,东风标致,3728
2023-09,62,上汽通用五菱,3610
2023-09,63,江铃福特,3344
2023-09,64,福建奔驰,3311
2023-09,65,上汽大通,3096
2023-09,66,上汽奥迪,3007
2023-09,67,北汽新能源,3005
2023-09,68,smart,2621
2023-09,69,长城汽车,2530
2023-09,70,大运汽车,2523
2023-09,71,奇瑞捷豹路虎,2451
2023-09,72,凯翼汽车,2395
2023-09,73,创维汽车,2313
2023-09,74,上汽集团,2161
2023-09,75,奇瑞捷豹路虎,2108
2023-09,76,北京汽车制造厂,2039
2023-09,77,北京越野,1871
2023-09,78,智己汽车,1805
2023-09,79,上汽大众斯柯达,1800
2023-09,80,华人运通,1735
2023-09,81,阿维塔科技,1659
2023-09,82,吉麦新能源,1387
2023-09,83,东风雪铁龙,1351
2023-09,84,华晨鑫源,1351
2023-09,85,江汽集团,1315
2023-09,86,江淮汽车,1227
2023-09,87,SWM斯威汽车,1175
2023-09,88,华晨鑫源,948
2023-09,89,长安凯程,871
2023-09,90,合创汽车,855
2023-09,91,睿蓝汽车,833
2023-09,92,埃安,706
2023-09,93,中国重汽VGV,634
2023-09,94,江铃集团新能源,618
2023-09,95,赛力斯蓝电,607
2023-09,96,东风英菲尼迪,507
2023-09,97,吉利新能源,470
2023-09,98,东风新能源,435
2023-09,99,郑州日产,271
2023-09,100,曹操汽车,253
2023-09,101,电动屋,158
2023-09,102,东风本田,116
2023-09,103,起亚(进口),96
2023-09,104,福特电动车,93
2023-09,105,小虎汽车,63
2023-09,106,东南汽车,54
2023-09,107,DS汽车,43
2023-09,108,长安启源,30
2023-09,109,一汽海马,20
2023-09,110,广汽丰田新能源,4
2023-10,1,比亚迪,246389
2023-10,2,上汽大众,107006
2023-10,3,吉利汽车,92770
2023-10,4,一汽-大众,91204
2023-10,5,长安汽车,87616
2023-10,6,广汽丰田,84087
2023-10,7,上汽通用五菱,71976
2023-10,8,一汽丰田,66916
2023-10,9,广汽本田,65163
2023-10,10,东风本田,65058
2023-10,11,东风日产,64041
2023-10,12,华晨宝马,60413
2023-10,13,长城汽车,53450
2023-10,14,一汽-大众奥迪,49788
2023-10,15,奇瑞汽车,43471
2023-10,16,上汽通用别克,42205
2023-10,17,广汽埃安,40825
2023-10,18,理想,40423
2023-10,19,北京奔驰,39057
2023-10,20,一汽红旗,37280
2023-10,21,广汽乘用车,30268
2023-10,22,特斯拉中国,28626
2023-10,23,长安汽车,26943
2023-10,24,奇瑞汽车,26043
2023-10,25,领克,23281
2023-10,26,小鹏汽车,20002
2023-10,27,北京现代,19006
2023-10,28,零跑汽车,18202
2023-10,29,长城汽车,17283
2023-10,30,上汽通用凯迪拉克,17007
