年月,排名,国别,品牌名称,销量,占品牌份额
2019-12,6,韩国,现代,116211,5.36%
2019-12,7,中国,五菱汽车,83284,3.84%
2019-12,8,中国,哈弗,78391,3.62%
2019-12,9,美国,别克,78274,3.61%
2019-12,10,中国,长安,76263,3.52%
2019-12,11,德国,奥迪,60546,2.79%
2019-12,12,德国,宝马,52577,2.43%
2019-12,13,中国,宝骏,51506,2.38%
2019-12,14,德国,奔驰,50396,2.32%
2019-12,15,中国,奇瑞,49679,2.29%
2019-12,16,中国,荣威,45870,2.12%
2019-12,17,中国,比亚迪,39164,1.81%
2019-12,18,捷克,斯柯达,34555,1.59%
2019-12,19,中国,广汽传祺,31659,1.46%
2019-12,20,韩国,起亚,31373,1.45%
2019-12,21,中国,名爵,29327,1.35%
2019-12,22,美国,雪佛兰,27560,1.27%
2019-12,23,日本,马自达,24748,1.14%
2019-12,24,中国,东风风光,24531,1.13%
2019-12,25,美国,福特,22198,1.02%
2019-12,26,中国,捷途,20357,0.94%
2019-12,27,中国,北汽新能源,19097,0.88%
2019-12,28,美国,凯迪拉克,17659,0.81%
2019-12,29,中国,启辰,17564,0.81%
2019-12,30,中国,奔腾,15692,0.72%
2019-12,31,瑞典,沃尔沃,14725,0.68%
2019-12,32,日本,三菱,13527,0.62%
2019-12,33,中国,北京汽车,12314,0.57%
2019-12,34,中国,红旗,12121,0.56%
2019-12,35,中国,金杯,11754,0.54%
2019-12,36,中国,领克,10807,0.5%
2019-12,37,中国,江汽集团,10208,0.47%
2019-12,38,美国,Jeep,10062,0.46%
2019-12,39,中国,东风风行,10028,0.46%
2019-12,40,中国,广汽埃安,9699,0.45%
2019-12,41,中国,魏牌,9394,0.43%
2019-12,42,中国,长安欧尚,8252,0.38%
2019-12,43,中国,上汽大通MAXUS,6876,0.32%
2019-12,44,中国,SWM斯威汽车,6449,0.3%
2019-12,45,中国,东风风神,5652,0.26%
2019-12,46,中国,凯翼,5229,0.24%
2019-12,47,日本,英菲尼迪,4683,0.22%
2019-12,48,中国,东风小康,4547,0.21%
2019-12,49,中国,比速汽车,4418,0.2%
2019-12,50,日本,铃木,4155,0.19%
2019-12,51,德国,宝沃,3973,0.18%
2019-12,52,中国,北京,3843,0.18%
2019-12,53,法国,雷诺,3466,0.16%
2019-12,54,中国,众泰,3270,0.15%
2019-12,55,英国,路虎,3265,0.15%
2019-12,56,法国,标致,3017,0.14%
2019-12,57,中国,东南,2987,0.14%
2019-12,58,中国,北汽昌河,2808,0.13%
2019-12,59,中国,长城,2725,0.13%
2019-12,60,中国,欧拉,2653,0.12%
2019-12,61,法国,雪铁龙,2507,0.12%
2019-12,62,中国,蔚来,2363,0.11%
2019-12,63,英国,捷豹,2227,0.1%
2019-12,64,中国,中国重汽,2203,0.1%
2019-12,65,中国,东风,2197,0.1%
2019-12,66,中国,星途,2001,0.09%
2019-12,67,中国,观致,1829,0.08%
2019-12,68,日本,讴歌,1796,0.08%
2019-12,69,中国,北汽幻速,1515,0.07%
2019-12,70,中国,小鹏汽车,1485,0.07%
2019-12,71,中国,中华,1415,0.07%
2019-12,72,中国,福田,1291,0.06%
2019-12,73,中国,广汽集团,1178,0.05%
2019-12,74,中国,吉利几何,1070,0.05%
2019-12,75,中国,陆风,900,0.04%
2019-12,76,中国,开瑞,815,0.04%
2019-12,77,中国,海马,759,0.04%
2019-12,78,中国,思铭,565,0.03%
2019-12,79,中国,福汽启腾,446,0.02%
2019-12,80,中国,欧尚汽车,400,0.02%
2019-12,81,中国,长安凯程,340,0.02%
2019-12,82,中国,江铃集团新能源,337,0.02%
2019-12,83,中国,江铃,337,0.02%
2019-12,84,中国,北汽制造,319,0.01%
2019-12,85,中国,新特汽车,265,0.01%
2019-12,86,中国,云度,192,0.01%
2019-12,87,日本,五十铃,161,0.01%
2019-12,88,中国,一汽,58,-
2019-12,89,中国,福田乘用车,49,-
2019-12,90,中国,理念,31,-
2019-12,91,中国,力帆汽车,20,-
2019-12,92,中国,纳智捷,12,-
2019-12,93,法国,DS,11,-
2019-12,94,中国,福迪,11,-
2019-12,95,中国,华颂,8,-
2019-12,96,意大利,菲亚特,6,-
2020-01,1,德国,大众,218348,14.08%
2020-01,2,日本,丰田,139982,9.02%
2020-01,3,日本,本田,128818,8.3%
2020-01,4,中国,吉利汽车,102166,6.59%
2020-01,5,日本,日产,90994,5.87%
2020-01,6,美国,别克,68718,4.43%
2020-01,7,中国,长安,59542,3.84%
2020-01,8,中国,哈弗,59008,3.8%
2020-01,9,德国,奥迪,53888,3.47%
2020-01,10,德国,宝马,48432,3.12%
2020-01,11,德国,奔驰,44411,2.86%
2020-01,12,中国,荣威,39831,2.57%
2020-01,13,美国,雪佛兰,36988,2.38%
2020-01,14,中国,广汽传祺,34554,2.23%
2020-01,15,韩国,现代,34498,2.22%
2020-01,16,中国,奇瑞,31333,2.02%
2020-01,17,中国,比亚迪,25704,1.66%
2020-01,18,韩国,起亚,23954,1.54%
2020-01,19,中国,五菱汽车,23871,1.54%
2020-01,20,美国,凯迪拉克,19600,1.26%
2020-01,21,中国,名爵,19451,1.25%
2020-01,22,中国,宝骏,19442,1.25%
2020-01,23,美国,福特,17860,1.15%
2020-01,24,日本,马自达,16405,1.06%
2020-01,25,中国,奔腾,13858,0.89%
2020-01,26,中国,东风风光,13719,0.88%
2020-01,27,中国,红旗,12629,0.81%
2020-01,28,中国,捷途,12585,0.81%
2020-01,29,中国,东风风行,11109,0.72%
2020-01,30,瑞典,沃尔沃,10878,0.7%
2020-01,31,中国,江汽集团,10736,0.69%
2020-01,32,捷克,斯柯达,9664,0.62%
2020-01,33,中国,启辰,9120,0.59%
2020-01,34,中国,领克,9008,0.58%
2020-01,35,日本,三菱,8272,0.53%
2020-01,36,中国,长安欧尚,7045,0.45%
2020-01,37,中国,魏牌,6395,0.41%
2020-01,38,中国,SWM斯威汽车,5400,0.35%
2020-01,39,中国,东风风神,4025,0.26%
2020-01,40,中国,金杯,3944,0.25%
2020-01,41,中国,东风小康,3871,0.25%
2020-01,42,中国,上汽大通MAXUS,3698,0.24%
2020-01,43,中国,北京汽车,3422,0.22%
2020-01,44,中国,众泰,3000,0.19%
2020-01,45,英国,路虎,2265,0.15%
2020-01,46,法国,标致,2253,0.15%
2020-01,47,德国,宝沃,2105,0.14%
2020-01,48,美国,Jeep,2067,0.13%
2020-01,49,中国,中华,1863,0.12%
2020-01,50,中国,蔚来,1854,0.12%
2020-01,51,中国,长城,1725,0.11%
2020-01,52,中国,星途,1675,0.11%
2020-01,53,日本,铃木,1625,0.1%
2020-01,54,中国,北汽新能源,1599,0.1%
2020-01,55,法国,雪铁龙,1441,0.09%
2020-01,56,中国,东南,1383,0.09%
2020-01,57,中国,北京,1147,0.07%
2020-01,58,中国,凯翼,1082,0.07%
2020-01,59,日本,讴歌,901,0.06%
2020-01,60,日本,英菲尼迪,882,0.06%
2020-01,61,中国,北汽幻速,817,0.05%
2020-01,62,中国,北汽昌河,663,0.04%
2020-01,63,中国,小鹏汽车,630,0.04%
2020-01,64,法国,雷诺,586,0.04%
2020-01,65,中国,海马,517,0.03%
2020-01,66,中国,开瑞,374,0.02%
2020-01,67,中国,腾势,296,0.02%
2020-01,68,中国,陆风,278,0.02%
2020-01,69,中国,北汽制造,167,0.01%
2020-01,70,日本,五十铃,149,0.01%
2020-01,71,中国,云度,108,0.01%
2020-01,72,中国,吉利几何,96,0.01%
2020-01,73,中国,观致,92,0.01%
2020-01,74,中国,福汽启腾,90,0.01%
2020-01,75,中国,福田乘用车,71,-
2020-01,76,中国,福迪,52,-
2020-01,77,法国,DS,34,-
2020-01,78,中国,江铃,26,-
2020-01,79,中国,江铃集团新能源,26,-
2020-01,80,中国,理念,9,-
2020-01,81,中国,东风,6,-
2020-02,1,中国,吉利汽车,18210,8.47%
2020-02,2,德国,大众,17218,8.01%
2020-02,3,日本,日产,14841,6.9%
2020-02,4,中国,奇瑞,13625,6.34%
2020-02,5,日本,丰田,12035,5.6%
2020-02,6,中国,长安,11311,5.26%
2020-02,7,德国,奔驰,11295,5.25%
2020-02,8,德国,奥迪,8105,3.77%
2020-02,9,德国,宝马,8039,3.74%
2020-02,10,日本,本田,7459,3.47%
2020-02,11,中国,哈弗,7082,3.29%
2020-02,12,德国,捷达,5217,2.43%
2020-02,13,中国,比亚迪,5197,2.42%
2020-02,14,中国,荣威,4731,2.2%
2020-02,15,中国,广汽传祺,4407,2.05%
2020-02,16,中国,五菱汽车,4144,1.93%
2020-02,17,美国,别克,4066,1.89%
2020-02,18,美国,福特,3850,1.79%
2020-02,19,中国,江汽集团,3765,1.75%
2020-02,20,中国,捷途,3728,1.73%
2020-02,21,中国,宝骏,3503,1.63%
2020-02,22,美国,雪佛兰,3313,1.54%
2020-02,23,中国,长安欧尚,3046,1.42%
2020-02,24,中国,东风风行,3016,1.4%
2020-02,25,日本,马自达,2894,1.35%
2020-02,26,中国,名爵,2674,1.24%
2020-02,27,中国,东风风光,2494,1.16%
2020-02,28,中国,领克,2066,0.96%
2020-02,29,韩国,现代,1696,0.79%
2020-02,30,中国,广汽埃安,1619,0.75%
2020-02,31,中国,奔腾,1611,0.75%
2020-02,32,捷克,斯柯达,1600,0.74%
2020-02,33,韩国,起亚,1578,0.73%
2020-02,34,中国,金杯,1384,0.64%
2020-02,35,中国,北京汽车,1224,0.57%
2020-02,36,中国,红旗,1114,0.52%
2020-02,37,中国,北汽新能源,1034,0.48%
2020-02,38,中国,SWM斯威汽车,955,0.44%
2020-02,39,中国,上汽大通MAXUS,844,0.39%
2020-02,40,中国,蔚来,707,0.33%
2020-02,41,中国,中国重汽,639,0.3%
2020-02,42,中国,中华,556,0.26%
2020-02,43,中国,魏牌,451,0.21%
2020-02,44,中国,星途,437,0.2%
2020-02,45,中国,北汽昌河,420,0.2%
2020-02,46,中国,凯翼,419,0.19%
2020-02,47,日本,铃木,411,0.19%
2020-02,48,美国,Jeep,407,0.19%
2020-02,49,法国,雪铁龙,402,0.19%
2020-02,50,日本,三菱,349,0.16%
2020-02,51,法国,标致,333,0.15%
2020-02,52,中国,福田,302,0.14%
2020-02,53,中国,长城,297,0.14%
2020-02,54,中国,吉利几何,285,0.13%
2020-02,55,中国,启辰,271,0.13%
2020-02,56,中国,东南,263,0.12%
2020-02,57,中国,欧拉,256,0.12%
2020-02,58,中国,东风风神,214,0.1%
2020-02,59,中国,开瑞,206,0.1%
2020-02,60,中国,北汽幻速,200,0.09%
2020-02,61,瑞典,沃尔沃,168,0.08%
2020-02,62,美国,凯迪拉克,157,0.07%
2020-02,63,德国,宝沃,143,0.07%
2020-02,64,中国,海马,134,0.06%
2020-02,65,中国,福汽启腾,125,0.06%
2020-02,66,中国,云度,101,0.05%
2020-02,67,中国,北京,100,0.05%
2020-02,68,中国,腾势,66,0.03%
2020-02,69,中国,长安凯程,53,0.02%
2020-02,70,中国,观致,50,0.02%
2020-02,71,日本,讴歌,25,0.01%
2020-02,72,中国,比速汽车,21,0.01%
2020-02,73,英国,路虎,19,0.01%
2020-02,74,日本,五十铃,18,0.01%
2020-02,75,中国,欧尚汽车,14,0.01%
2020-02,76,英国,捷豹,13,0.01%
2020-02,77,中国,陆风,11,0.01%
2020-02,78,中国,福田乘用车,10,-
2020-02,79,法国,DS,7,-
2020-02,80,中国,东风,2,-
2020-02,81,中国,福迪,1,-
2020-03,1,德国,大众,124382,12.27%
2020-03,2,日本,丰田,88141,8.69%
2020-03,3,中国,吉利汽车,64672,6.38%
2020-03,4,中国,长安,52731,5.2%
2020-03,5,德国,奔驰,48589,4.79%
2020-03,6,日本,日产,45506,4.49%
2020-03,7,德国,宝马,43263,4.27%
2020-03,8,日本,本田,42088,4.15%
2020-03,9,韩国,现代,41793,4.12%
2020-03,10,中国,哈弗,40337,3.98%
2020-03,11,德国,奥迪,34753,3.43%
2020-03,12,中国,比亚迪,28758,2.84%
2020-03,13,美国,别克,26520,2.62%
2020-03,14,中国,五菱汽车,23222,2.29%
2020-03,15,中国,奇瑞,22534,2.22%
2020-03,16,中国,长安欧尚,18849,1.86%
2020-03,17,韩国,起亚,17632,1.74%
2020-03,18,中国,广汽传祺,17599,1.74%
2020-03,19,中国,荣威,15302,1.51%
2020-03,20,中国,宝骏,13634,1.34%
2020-03,21,美国,雪佛兰,13464,1.33%
2020-03,22,中国,名爵,13221,1.3%
2020-03,23,美国,福特,12110,1.19%
2020-03,24,日本,马自达,11381,1.12%
2020-03,25,德国,捷达,10235,1.01%
2020-03,26,中国,红旗,8619,0.85%
2020-03,27,中国,东风风光,8168,0.81%
2020-03,28,中国,江汽集团,7954,0.78%
2020-03,29,中国,领克,7369,0.73%
2020-03,30,瑞典,沃尔沃,6520,0.64%
2020-03,31,中国,东风风行,6422,0.63%
2020-03,32,中国,北汽新能源,5938,0.59%
2020-03,33,中国,金杯,5799,0.57%
2020-03,34,中国,奔腾,5747,0.57%
2020-03,35,美国,凯迪拉克,5703,0.56%
2020-03,36,中国,捷途,5199,0.51%
2020-03,37,美国,Jeep,5008,0.49%
2020-03,38,中国,SWM斯威汽车,4615,0.46%
2020-03,51,中国,蔚来,1624,0.16%
2020-03,52,中国,上汽大通MAXUS,1501,0.15%
2020-03,53,中国,中国重汽,1480,0.15%
2020-03,54,法国,标致,1403,0.14%
2020-03,55,中国,东南,1379,0.14%
2020-03,56,英国,路虎,1373,0.14%
2020-03,57,中国,长城,1302,0.13%
2020-03,58,中国,欧拉,1147,0.11%
2020-03,59,中国,北汽昌河,1113,0.11%
2020-03,60,中国,福田,939,0.09%
2020-03,61,日本,英菲尼迪,884,0.09%
2020-03,62,中国,星途,877,0.09%
2020-03,63,中国,小鹏汽车,789,0.08%
2020-03,64,中国,中华,737,0.07%
2020-03,65,德国,宝沃,734,0.07%
2020-03,66,英国,捷豹,710,0.07%
2020-03,67,日本,讴歌,648,0.06%
2020-03,68,中国,欧尚汽车,641,0.06%
2020-03,69,中国,众泰,573,0.06%
2020-03,70,法国,雪铁龙,553,0.05%
2020-03,71,中国,海马,521,0.05%
2020-03,72,中国,凯翼,505,0.05%
2020-03,73,中国,腾势,436,0.04%
2020-03,74,中国,野马汽车,392,0.04%
2020-03,75,中国,北汽幻速,359,0.04%
2020-03,76,中国,观致,324,0.03%
2020-03,77,中国,吉利几何,293,0.03%
2020-03,78,中国,开瑞,252,0.02%
2020-03,79,中国,长安凯程,238,0.02%
2020-03,80,中国,广汽集团,221,0.02%
2020-03,81,中国,江铃,201,0.02%
2020-03,82,日本,五十铃,113,0.01%
2020-03,83,中国,北汽制造,102,0.01%
2020-03,84,法国,雷诺,77,0.01%
2020-03,85,中国,福汽启腾,74,0.01%
2020-03,86,中国,陆风,69,0.01%
2020-03,87,法国,DS,20,-
2020-03,88,中国,福田乘用车,20,-
2020-03,89,中国,云度,18,-
2020-03,90,中国,东风,14,-
2020-03,91,中国,东风风度,9,-
2020-03,92,中国,力帆汽车,8,-
2020-03,93,中国,理念,6,-
2020-03,94,中国,江铃集团新能源,5,-
2020-03,95,中国,思铭,1,-
2020-04,1,德国,大众,205577,13.31%
2020-04,2,日本,本田,144393,9.35%
2020-04,3,日本,丰田,134984,8.74%
2020-04,4,中国,吉利汽车,96395,6.24%
2020-04,5,日本,日产,79571,5.15%
2020-04,6,美国,别克,64869,4.2%
2020-04,7,中国,哈弗,57098,3.7%
2020-04,8,德国,宝马,56204,3.64%
2020-04,9,德国,奥迪,55626,3.6%
2020-04,10,中国,长安,54305,3.51%
2020-04,11,德国,奔驰,52806,3.42%
2020-04,12,中国,宝骏,42069,2.72%
2020-04,13,中国,五菱汽车,41946,2.71%
2020-04,14,韩国,现代,31244,2.02%
2020-04,15,中国,比亚迪,31076,2.01%
2020-04,16,中国,荣威,25784,1.67%
2020-04,17,美国,雪佛兰,25358,1.64%
2020-04,18,中国,奇瑞,25234,1.63%
2020-04,19,韩国,起亚,23534,1.52%
2020-04,20,美国,福特,19681,1.27%
2020-04,21,瑞典,沃尔沃,18696,1.21%
2020-04,22,中国,广汽传祺,18321,1.19%
2020-04,23,日本,马自达,18067,1.17%
2020-04,24,中国,名爵,16024,1.04%
2020-04,25,美国,凯迪拉克,15002,0.97%
2020-04,26,中国,红旗,14519,0.94%
2020-04,27,德国,捷达,14415,0.93%
2020-04,28,中国,江汽集团,11994,0.78%
2020-04,29,中国,领克,10156,0.66%
2020-04,30,中国,SWM斯威汽车,8438,0.55%
2020-04,31,捷克,斯柯达,8364,0.54%
2020-04,32,中国,东风风行,7738,0.5%
2020-04,33,中国,金杯,7593,0.49%
2020-04,34,中国,奔腾,6306,0.41%
2020-04,35,中国,魏牌,6070,0.39%
2020-04,36,中国,比速汽车,5986,0.39%
2020-04,37,中国,捷途,5760,0.37%
2020-04,38,中国,启辰,5529,0.36%
2020-04,39,日本,三菱,4993,0.32%
2020-04,40,中国,东风风光,4068,0.26%
2020-04,41,中国,广汽埃安,3950,0.26%
2020-04,42,中国,东风小康,3785,0.24%
2020-04,43,中国,东风风神,3657,0.24%
2020-04,44,美国,特斯拉,3635,0.24%
2020-04,45,美国,Jeep,3509,0.23%
2020-04,46,中国,长安欧尚,3044,0.2%
2020-04,47,法国,标致,3036,0.2%
2020-04,48,中国,蔚来,3015,0.2%
2020-04,49,英国,路虎,3003,0.19%
2020-04,50,中国,北京汽车,2868,0.19%
2020-04,51,中国,理想,2622,0.17%
2020-04,52,美国,林肯,2298,0.15%
2020-04,53,法国,雪铁龙,2186,0.14%
2020-04,54,日本,英菲尼迪,2097,0.14%
2020-04,55,日本,铃木,1965,0.13%
2020-04,56,中国,长城,1931,0.12%
2020-04,57,中国,欧拉,1760,0.11%
2020-04,58,英国,捷豹,1695,0.11%
2020-04,59,中国,中国重汽,1521,0.1%
2020-04,60,中国,威马汽车,1388,0.09%
2020-04,61,中国,上汽大通MAXUS,1378,0.09%
2020-04,62,日本,讴歌,1164,0.08%
2020-04,63,中国,小鹏汽车,1008,0.07%
2020-04,64,中国,东风,999,0.06%
2020-04,65,中国,星途,951,0.06%
2020-04,66,德国,宝沃,775,0.05%
2020-04,67,中国,北汽新能源,760,0.05%
2020-04,68,中国,野马汽车,741,0.05%
2020-04,69,中国,观致,710,0.05%
2020-04,70,法国,雷诺,710,0.05%
2020-04,71,中国,凯翼,706,0.05%
2020-04,72,中国,广汽集团,606,0.04%
2020-04,73,中国,北汽昌河,578,0.04%
2020-04,74,中国,北汽制造,525,0.03%
2020-04,75,中国,北京,460,0.03%
2020-04,76,中国,福田,457,0.03%
2020-04,77,中国,腾势,433,0.03%
2020-04,78,中国,中华,426,0.03%
2020-04,79,中国,云雀汽车,398,0.03%
2020-04,80,中国,海马,368,0.02%
2020-04,81,中国,北汽幻速,298,0.02%
2020-04,82,中国,众泰,220,0.01%
2020-04,83,中国,江铃,201,0.01%
2020-04,84,中国,北汽威旺,200,0.01%
2020-04,85,中国,长安凯程,174,0.01%
2020-04,86,中国,欧尚汽车,172,0.01%
2020-04,87,中国,吉利几何,168,0.01%
2020-04,88,中国,陆风,157,0.01%
2020-04,89,日本,五十铃,119,0.01%
2020-04,90,中国,东南,111,0.01%
2020-04,91,中国,开瑞,96,0.01%
2020-04,92,中国,力帆汽车,62,-
2020-04,93,中国,福汽启腾,60,-
2020-04,94,中国,雷丁,29,-
2020-04,95,中国,云度,25,-
2020-04,96,中国,江铃集团新能源,20,-
2020-04,97,中国,福迪,7,-
2020-04,98,中国,福田乘用车,4,-
2020-04,99,法国,DS,2,-
2020-04,100,中国,思铭,2,-
2020-05,1,德国,大众,223991,13.49%
2020-05,2,日本,丰田,134566,8.11%
2020-05,3,日本,本田,132092,7.96%
2020-05,4,日本,日产,99962,6.02%
2020-05,5,中国,吉利汽车,94728,5.71%
2020-05,6,美国,别克,81587,4.92%
2020-05,7,中国,长安,59084,3.56%
2020-05,8,德国,奔驰,58431,3.52%
2020-05,9,德国,宝马,57903,3.49%
2020-05,10,德国,奥迪,56473,3.4%
2020-05,11,中国,哈弗,51915,3.13%
2020-05,12,中国,五菱汽车,46925,2.83%
2020-05,13,韩国,现代,37134,2.24%
2020-05,14,中国,荣威,37054,2.23%
2020-05,15,美国,雪佛兰,33672,2.03%
2020-05,16,中国,比亚迪,28546,1.72%
2020-05,17,中国,奇瑞,26821,1.62%
2020-05,18,美国,福特,26082,1.57%
2020-05,19,中国,广汽传祺,24541,1.48%
2020-05,20,日本,马自达,24335,1.47%
2020-05,21,韩国,起亚,23829,1.44%
2020-05,22,美国,凯迪拉克,20900,1.26%
2020-05,51,中国,上汽大通MAXUS,3362,0.2%
2020-05,52,中国,东风风神,2448,0.15%
2020-05,53,中国,长城,2428,0.15%
2020-05,54,日本,英菲尼迪,2370,0.14%
2020-05,55,中国,欧拉,2333,0.14%
2020-05,56,中国,北京,2226,0.13%
2020-05,57,英国,捷豹,2115,0.13%
2020-05,58,中国,中国重汽,2074,0.12%
2020-05,59,日本,铃木,1907,0.11%
2020-05,60,中国,野马汽车,1624,0.1%
2020-05,61,中国,北汽新能源,1571,0.09%
2020-05,62,法国,标致,1511,0.09%
2020-05,63,中国,威马汽车,1503,0.09%
2020-05,64,中国,哪吒汽车,1135,0.07%
2020-05,65,中国,东南,1086,0.07%
2020-05,66,中国,星途,1040,0.06%
2020-05,67,中国,小鹏汽车,954,0.06%
2020-05,68,中国,思铭,893,0.05%
2020-05,69,中国,观致,871,0.05%
2020-05,70,日本,讴歌,827,0.05%
2020-05,71,德国,宝沃,720,0.04%
2020-05,72,中国,中华,649,0.04%
2020-05,73,中国,理念,616,0.04%
2020-05,74,中国,广汽集团,599,0.04%
2020-05,75,中国,北汽昌河,584,0.04%
2020-05,76,中国,福田,572,0.03%
2020-05,77,中国,欧尚汽车,530,0.03%
2020-05,78,中国,腾势,391,0.02%
2020-05,79,中国,凯翼,328,0.02%
2020-05,80,中国,长安凯程,287,0.02%
2020-05,81,中国,海马,285,0.02%
2020-05,82,中国,北汽幻速,280,0.02%
2020-05,83,中国,吉利几何,216,0.01%
2020-05,84,中国,大运汽车,204,0.01%
2020-05,85,日本,五十铃,179,0.01%
2020-05,86,中国,北汽制造,157,0.01%
2020-05,87,中国,陆风,147,0.01%
2020-05,88,中国,江铃集团新能源,143,0.01%
2020-05,89,中国,众泰,110,0.01%
2020-05,90,中国,北汽威旺,100,0.01%
2020-05,91,中国,开瑞,99,0.01%
2020-05,92,中国,云度,50,-
2020-05,93,中国,福汽启腾,50,-
2020-05,94,中国,福田乘用车,38,-
2020-05,95,法国,DS,26,-
2020-05,96,中国,合创,22,-
2020-05,97,中国,新特汽车,22,-
2020-05,98,中国,力帆汽车,4,-
2020-05,99,中国,东风,3,-
2020-06,1,德国,大众,233215,13.83%
2020-06,2,日本,本田,158120,9.38%
2020-06,3,日本,丰田,148117,8.78%
2020-06,4,日本,日产,107591,6.38%
2020-06,5,中国,吉利汽车,94026,5.58%
2020-06,6,美国,别克,75706,4.49%
2020-06,7,中国,长安,68809,4.08%
2020-06,8,韩国,现代,57450,3.41%
2020-06,9,德国,奥迪,56588,3.36%
2020-06,10,德国,奔驰,52510,3.11%
2020-06,11,中国,哈弗,46998,2.79%
2020-06,12,德国,宝马,46597,2.76%
2020-06,13,中国,五菱汽车,43151,2.56%
2020-06,14,中国,荣威,34828,2.07%
2020-06,15,中国,比亚迪,31738,1.88%
2020-06,16,美国,雪佛兰,31651,1.88%
2020-06,17,美国,福特,25859,1.53%
2020-06,18,中国,奇瑞,24812,1.47%
2020-06,19,日本,马自达,22629,1.34%
2020-06,20,中国,广汽传祺,22336,1.32%
2020-06,21,韩国,起亚,22223,1.32%
2020-06,22,美国,凯迪拉克,21293,1.26%
2020-06,23,中国,宝骏,15622,0.93%
2020-06,24,德国,捷达,15428,0.91%
2020-06,25,中国,红旗,15420,0.91%
2020-06,26,捷克,斯柯达,14970,0.89%
2020-06,27,中国,名爵,13722,0.81%
2020-06,28,中国,领克,13214,0.78%
2020-06,29,中国,奔腾,12357,0.73%
2020-06,30,中国,新宝骏,9215,0.55%
2020-06,31,瑞典,沃尔沃,9015,0.53%
2020-06,32,中国,长安欧尚,8518,0.51%
2020-06,33,中国,金杯,7796,0.46%
2020-06,34,中国,江汽集团,7646,0.45%
2020-06,35,中国,启辰,6824,0.4%
2020-06,36,中国,东风风行,6490,0.38%
2020-06,37,中国,北京,6315,0.37%
2020-06,38,日本,三菱,5836,0.35%
2020-06,39,中国,东风风神,5004,0.3%
2020-06,40,中国,东风风光,4948,0.29%
2020-06,41,中国,捷途,4877,0.29%
2020-06,42,中国,SWM斯威汽车,4498,0.27%
2020-06,43,中国,蔚来,4018,0.24%
2020-06,44,英国,路虎,3997,0.24%
2020-06,45,中国,广汽埃安,3823,0.23%
2020-06,46,中国,上汽大通MAXUS,3653,0.22%
2020-06,47,中国,北京汽车,3539,0.21%
2020-06,48,美国,Jeep,3158,0.19%
2020-06,49,日本,铃木,3037,0.18%
2020-06,50,中国,魏牌,2850,0.17%
2020-06,51,法国,标致,2833,0.17%
2020-06,52,中国,东风小康,2793,0.17%
2020-06,53,中国,长城,2705,0.16%
2020-06,54,中国,欧拉,2635,0.16%
2020-06,55,法国,雪铁龙,2516,0.15%
2020-06,56,中国,比速汽车,2486,0.15%
2020-06,57,中国,北汽新能源,2208,0.13%
2020-06,58,日本,英菲尼迪,2191,0.13%
2020-06,59,中国,中国重汽,2136,0.13%
2020-06,60,中国,威马汽车,2028,0.12%
2020-06,61,英国,捷豹,1983,0.12%
2020-06,62,中国,江铃集团新能源,1932,0.11%
2020-06,63,中国,凯翼,1850,0.11%
2020-06,64,中国,哪吒汽车,1333,0.08%
2020-06,65,日本,讴歌,1272,0.08%
2020-06,66,中国,思铭,1268,0.08%
2020-06,67,中国,欧尚汽车,1258,0.07%
2020-06,68,中国,星途,1131,0.07%
2020-06,69,中国,东南,1123,0.07%
2020-06,70,中国,北汽昌河,1029,0.06%
2020-06,71,中国,小鹏汽车,821,0.05%
2020-06,72,中国,观致,790,0.05%
2020-06,73,中国,福田,550,0.03%
2020-06,74,德国,宝沃,535,0.03%
2020-06,75,中国,海马,502,0.03%
2020-06,76,中国,野马汽车,481,0.03%
2020-06,77,中国,腾势,301,0.02%
2020-06,78,中国,长安凯程,295,0.02%
2020-06,79,中国,广汽集团,293,0.02%
2020-06,80,日本,五十铃,203,0.01%
2020-06,81,中国,大运汽车,128,0.01%
2020-06,82,中国,东风,106,0.01%
2020-06,83,中国,合创,102,0.01%
2020-06,84,中国,云度,100,0.01%
2020-06,85,中国,北汽幻速,95,0.01%
2020-06,86,中国,福汽启腾,93,0.01%
2020-06,87,中国,北汽制造,78,-
2020-06,88,中国,中华,69,-
2020-06,89,法国,DS,65,-
2020-06,90,中国,吉利几何,63,-
2020-06,91,中国,开瑞,46,-
2020-06,92,中国,力帆汽车,41,-
2020-06,93,中国,福田乘用车,9,-
2020-06,94,中国,陆风,7,-
2020-06,95,中国,纳智捷,4,-
2020-07,1,德国,大众,214150,13.11%
2020-07,2,日本,丰田,151952,9.31%
2020-07,3,日本,本田,151225,9.26%
2020-07,4,日本,日产,95190,5.83%
2020-07,5,中国,吉利汽车,87772,5.38%
2020-07,6,美国,别克,76488,4.68%
2020-07,7,中国,长安,70220,4.3%
2020-07,8,德国,宝马,63596,3.89%
2020-07,9,德国,奥迪,58893,3.61%
2020-07,10,德国,奔驰,55720,3.41%
2020-07,11,中国,五菱汽车,50506,3.09%
2020-07,12,中国,荣威,50252,3.08%
2020-07,13,中国,哈弗,47517,2.91%
2020-07,14,中国,奇瑞,34331,2.1%
2020-07,15,韩国,现代,28138,1.72%
2020-07,16,中国,比亚迪,27890,1.71%
2020-07,17,中国,广汽传祺,24493,1.5%
2020-07,18,美国,福特,20581,1.26%
2020-07,19,韩国,起亚,20570,1.26%
