车型,厂商,时间,月销量(辆),当月销量排名,占厂商份额,在厂商排名,在SUV排名
奥迪Q2L,一汽-大众奥迪,2023-09,1536,243,2.45%,7,127
奥迪Q2L,一汽-大众奥迪,2023-08,1433,246,2.60%,7,128
奥迪Q2L,一汽-大众奥迪,2023-07,1491,242,2.83%,7,125
奥迪Q2L,一汽-大众奥迪,2023-06,1974,211,3.08%,7,112
奥迪Q2L,一汽-大众奥迪,2023-05,1271,240,2.41%,7,117
奥迪Q2L,一汽-大众奥迪,2023-04,2378,182,4.85%,6,88
奥迪Q2L,一汽-大众奥迪,2023-03,2093,188,4.04%,6,89
奥迪Q2L,一汽-大众奥迪,2023-02,1660,198,4.28%,6,95
曹操60,曹操汽车,2024-02,626,277,100.00%,1,50
曹操60,曹操汽车,2024-01,612,336,100.00%,1,56
曹操60,曹操汽车,2023-12,392,420,100.00%,1,63
曹操60,曹操汽车,2023-11,322,410,100.00%,1,64
曹操60,曹操汽车,2023-10,377,398,100.00%,1,65
曹操60,曹操汽车,2023-09,253,420,100.00%,1,68
曹操60,曹操汽车,2023-08,437,369,100.00%,1,63
曹操60,曹操汽车,2023-07,3539,138,100.00%,1,--
曹操60,曹操汽车,2023-06,3468,153,100.00%,1,--
曹操60,曹操汽车,2023-05,3078,154,100.00%,1,--
奔驰V级,福建奔驰,2024-02,602,278,50.33%,1,25
奔驰V级,福建奔驰,2024-01,1435,256,47.75%,2,23
奔驰V级,福建奔驰,2023-12,1371,272,50.05%,1,22
奔驰V级,福建奔驰,2023-11,1337,269,49.94%,2,21
奔驰V级,福建奔驰,2023-10,1364,258,50.78%,1,20
奔驰V级,福建奔驰,2023-09,1649,238,49.80%,2,21
奔驰V级,福建奔驰,2023-08,1535,237,50.03%,1,19
奔驰V级,福建奔驰,2023-07,1554,234,51.17%,1,18
奔驰V级,福建奔驰,2023-06,1548,233,48.93%,2,19
奔驰V级,福建奔驰,2023-05,1211,247,47.42%,2,24
奔驰V级,福建奔驰,2023-04,1510,226,44.99%,2,20
奔驰V级,福建奔驰,2023-03,1409,232,48.94%,2,22
奔驰V级,福建奔驰,2023-02,1149,232,44.94%,2,20
合创Z03,合创汽车,2024-02,601,279,79.71%,1,146
合创Z03,合创汽车,2024-01,199,423,26.18%,2,229
合创Z03,合创汽车,2023-12,202,462,21.67%,2,247
合创Z03,合创汽车,2023-11,129,472,24.81%,2,259
合创Z03,合创汽车,2023-10,490,365,81.67%,1,197
合创Z03,合创汽车,2023-09,832,318,97.31%,1,169
合创Z03,合创汽车,2023-08,1013,284,97.87%,1,147
合创Z03,合创汽车,2023-07,626,334,79.75%,1,179
合创Z03,合创汽车,2023-06,2108,205,96.48%,1,107
合创Z03,合创汽车,2023-05,2363,177,90.50%,1,84
合创Z03,合创汽车,2023-04,4416,108,96.76%,1,49
合创Z03,合创汽车,2023-03,46,499,68.66%,1,270
合创Z03,合创汽车,2023-02,1048,242,86.75%,1,116
零跑C01,零跑汽车,2024-02,596,280,9.08%,4,12
零跑C01,零跑汽车,2024-01,1498,244,12.20%,3,10
零跑C01,零跑汽车,2023-12,2473,215,13.28%,3,9
零跑C01,零跑汽车,2023-11,3200,167,17.29%,3,5
零跑C01,零跑汽车,2023-10,3053,175,16.77%,3,7
零跑C01,零跑汽车,2023-09,3327,160,21.06%,3,7
零跑C01,零跑汽车,2023-08,2110,201,14.87%,2,7
零跑C01,零跑汽车,2023-07,2888,166,20.15%,2,7
零跑C01,零跑汽车,2023-06,2673,182,20.24%,2,7
零跑C01,零跑汽车,2023-05,2943,157,24.41%,2,6
零跑C01,零跑汽车,2023-04,1126,260,12.90%,3,13
零跑C01,零跑汽车,2023-03,918,279,14.87%,3,11
零跑C01,零跑汽车,2023-02,162,424,5.07%,3,22
威霆,福建奔驰,2024-02,594,281,49.67%,2,26
威霆,福建奔驰,2024-01,1570,234,52.25%,1,18
威霆,福建奔驰,2023-12,1368,273,49.95%,2,23
威霆,福建奔驰,2023-11,1340,267,50.06%,1,20
威霆,福建奔驰,2023-10,1322,262,49.22%,2,21
威霆,福建奔驰,2023-09,1662,236,50.20%,1,20
威霆,福建奔驰,2023-08,1533,238,49.97%,2,20
威霆,福建奔驰,2023-07,1483,243,48.83%,2,22
威霆,福建奔驰,2023-06,1616,229,51.07%,1,17
威霆,福建奔驰,2023-05,1343,236,52.58%,1,20
威霆,福建奔驰,2023-04,1846,208,55.01%,1,15
威霆,福建奔驰,2023-03,1470,227,51.06%,1,20
威霆,福建奔驰,2023-02,1408,211,55.06%,1,17
AION V,广汽埃安,2024-02,589,282,4.96%,3,147
AION V,广汽埃安,2024-01,1445,254,6.84%,3,134
AION V,广汽埃安,2023-12,4062,162,9.68%,3,80
AION V,广汽埃安,2023-11,4599,129,11.85%,3,62
AION V,广汽埃安,2023-10,1837,236,4.50%,3,126
AION V,广汽埃安,2023-09,1758,227,3.49%,3,116
AION V,广汽埃安,2023-08,1893,216,3.64%,3,112
AION V,广汽埃安,2023-07,2679,170,5.95%,3,84
AION V,广汽埃安,2023-06,1778,219,3.95%,3,115
AION V,广汽埃安,2023-05,417,364,0.93%,3,189
AION V,广汽埃安,2023-04,370,384,0.90%,3,203
AION V,广汽埃安,2023-03,346,393,0.86%,3,207
AION V,广汽埃安,2023-02,250,398,0.83%,3,212
ZR-V 致在,广汽本田,2024-02,587,283,2.43%,8,148
ZR-V 致在,广汽本田,2024-01,1163,275,2.15%,8,144
ZR-V 致在,广汽本田,2023-12,1248,283,1.69%,8,146
ZR-V 致在,广汽本田,2023-11,803,323,1.50%,8,176
ZR-V 致在,广汽本田,2023-10,1832,237,2.81%,8,127
ZR-V 致在,广汽本田,2023-09,1047,287,2.09%,10,148
ZR-V 致在,广汽本田,2023-08,1193,262,2.83%,8,136
ZR-V 致在,广汽本田,2023-07,1164,266,2.85%,8,139
ZR-V 致在,广汽本田,2023-06,1741,223,2.66%,8,118
ZR-V 致在,广汽本田,2023-05,1463,228,2.89%,8,111
ZR-V 致在,广汽本田,2023-04,1104,263,1.83%,9,126
ZR-V 致在,广汽本田,2023-03,789,311,1.89%,10,154
ZR-V 致在,广汽本田,2023-02,707,296,1.98%,9,145
阿维塔11,阿维塔科技,2024-02,579,284,30.57%,2,149
阿维塔11,阿维塔科技,2024-01,1503,243,100.00%,1,128
阿维塔11,阿维塔科技,2023-12,2202,230,54.75%,1,120
阿维塔11,阿维塔科技,2023-11,1894,229,100.00%,1,122
阿维塔11,阿维塔科技,2023-10,2825,180,100.00%,1,90
阿维塔11,阿维塔科技,2023-09,1659,237,100.00%,1,123
阿维塔11,阿维塔科技,2023-08,1130,270,100.00%,1,140
阿维塔11,阿维塔科技,2023-07,1200,262,100.00%,1,137
阿维塔11,阿维塔科技,2023-06,1753,221,100.00%,1,117
阿维塔11,阿维塔科技,2023-05,1738,212,100.00%,1,103
阿维塔11,阿维塔科技,2023-04,1610,218,100.00%,1,107
阿维塔11,阿维塔科技,2023-03,2221,183,100.00%,1,87
阿维塔11,阿维塔科技,2023-02,2018,175,100.00%,1,81
奥迪A7L,上汽奥迪,2024-02,577,285,47.80%,1,13
奥迪A7L,上汽奥迪,2024-01,1036,281,51.11%,1,12
奥迪A7L,上汽奥迪,2023-12,6281,113,82.87%,1,6
奥迪A7L,上汽奥迪,2023-11,2840,184,70.88%,1,8
奥迪A7L,上汽奥迪,2023-10,1863,234,72.57%,1,11
奥迪A7L,上汽奥迪,2023-09,1915,220,63.68%,1,10
奥迪A7L,上汽奥迪,2023-08,1073,275,53.20%,1,11
奥迪A7L,上汽奥迪,2023-07,1218,259,60.81%,1,13
奥迪A7L,上汽奥迪,2023-06,1547,235,61.51%,1,11
奥迪A7L,上汽奥迪,2023-05,1591,218,63.46%,1,9
奥迪A7L,上汽奥迪,2023-04,798,305,49.35%,1,15
奥迪A7L,上汽奥迪,2023-03,520,354,51.64%,1,17
奥迪A7L,上汽奥迪,2023-02,289,388,51.33%,1,18
红旗H9,一汽红旗,2024-02,562,286,2.25%,6,14
红旗H9,一汽红旗,2024-01,753,313,1.87%,6,14
红旗H9,一汽红旗,2023-12,1611,257,3.57%,5,13
红旗H9,一汽红旗,2023-11,1409,258,3.55%,5,13
红旗H9,一汽红旗,2023-10,1189,273,3.19%,6,13
红旗H9,一汽红旗,2023-09,1291,266,3.71%,5,11
红旗H9,一汽红旗,2023-08,1137,269,3.71%,5,10
红旗H9,一汽红旗,2023-07,1262,254,4.30%,4,11
红旗H9,一汽红旗,2023-06,1548,234,4.11%,5,10
红旗H9,一汽红旗,2023-05,1213,246,5.27%,5,11
红旗H9,一汽红旗,2023-04,1330,240,5.31%,5,9
红旗H9,一汽红旗,2023-03,1524,220,5.34%,5,9
红旗H9,一汽红旗,2023-02,1175,228,4.62%,5,9
极石01,北京汽车制造厂,2024-02,552,287,100.00%,1,150
极石01,北京汽车制造厂,2023-12,686,352,100.00%,1,186
极石01,北京汽车制造厂,2023-11,154,458,100.00%,1,249
极石01,北京汽车制造厂,2023-10,72,495,100.00%,1,274
哈弗枭龙MAX,长城汽车,2024-02,543,288,2.53%,5,151
哈弗枭龙MAX,长城汽车,2024-01,1188,272,2.93%,5,142
哈弗枭龙MAX,长城汽车,2023-12,1148,291,2.61%,5,150
哈弗枭龙MAX,长城汽车,2023-11,2646,192,5.42%,4,96
哈弗枭龙MAX,长城汽车,2023-10,2636,187,4.93%,4,94
哈弗枭龙MAX,长城汽车,2023-09,3557,153,6.96%,4,74
哈弗枭龙MAX,长城汽车,2023-08,5156,113,11.51%,3,53
哈弗枭龙MAX,长城汽车,2023-07,6197,93,13.80%,3,43
哈弗枭龙MAX,长城汽车,2023-06,6098,96,14.57%,3,44
哈弗枭龙MAX,长城汽车,2023-05,3088,153,7.91%,5,72
凌放HARRIER,一汽丰田,2024-02,540,289,1.85%,8,152
凌放HARRIER,一汽丰田,2024-01,1826,220,2.62%,8,113
凌放HARRIER,一汽丰田,2023-12,2236,227,2.62%,7,118
凌放HARRIER,一汽丰田,2023-11,1737,241,2.68%,8,129
凌放HARRIER,一汽丰田,2023-10,1872,232,2.80%,8,124
凌放HARRIER,一汽丰田,2023-09,1686,233,2.17%,8,121
凌放HARRIER,一汽丰田,2023-08,1993,210,2.63%,8,107
凌放HARRIER,一汽丰田,2023-07,2027,203,3.22%,7,104
凌放HARRIER,一汽丰田,2023-06,2288,194,3.23%,8,97
凌放HARRIER,一汽丰田,2023-05,2191,190,3.13%,10,89
凌放HARRIER,一汽丰田,2023-04,2638,172,3.70%,8,80
凌放HARRIER,一汽丰田,2023-03,2799,152,4.49%,8,69
凌放HARRIER,一汽丰田,2023-02,2004,176,4.01%,8,82
风光MINIEV,东风小康,2024-02,537,290,30.17%,1,7
风光MINIEV,东风小康,2024-01,228,416,10.05%,5,11
风光MINIEV,东风小康,2023-12,595,369,19.68%,3,13
风光MINIEV,东风小康,2023-11,540,367,18.81%,2,11
风光MINIEV,东风小康,2023-10,471,370,16.90%,3,12
风光MINIEV,东风小康,2023-09,368,393,9.48%,4,14
风光MINIEV,东风小康,2023-08,194,443,6.75%,6,15
风光MINIEV,东风小康,2023-07,236,424,6.22%,6,14
风光MINIEV,东风小康,2023-06,291,396,19.60%,2,13
风光MINIEV,东风小康,2023-05,219,421,14.48%,4,15
风光MINIEV,东风小康,2023-04,237,420,16.06%,4,13
风光MINIEV,东风小康,2023-03,356,390,17.90%,3,12
风光MINIEV,东风小康,2023-02,499,336,16.26%,4,11
哪吒AYA,合众汽车,2024-02,536,291,13.52%,3,153
哪吒AYA,合众汽车,2024-01,553,346,7.81%,3,183
哪吒AYA,合众汽车,2023-12,8,543,0.39%,3,297
哪吒AYA,合众汽车,2023-11,126,475,1.32%,3,261
哪吒AYA,合众汽车,2023-10,3767,147,38.07%,1,73
哪吒AYA,合众汽车,2023-09,5225,116,48.21%,1,54
哪吒AYA,合众汽车,2023-08,5609,110,51.72%,1,52
锐胜王牌M7,北京汽车制造厂,2024-02,531,292,57.28%,1,27
锐胜王牌M7,北京汽车制造厂,2024-01,1281,264,77.31%,1,24
锐胜王牌M7,北京汽车制造厂,2023-12,736,347,44.44%,1,33
锐胜王牌M7,北京汽车制造厂,2023-11,1136,284,68.43%,1,23
锐胜王牌M7,北京汽车制造厂,2023-10,1215,271,53.98%,1,24
锐胜王牌M7,北京汽车制造厂,2023-09,979,298,48.01%,1,28
锐胜王牌M7,北京汽车制造厂,2023-08,1018,282,53.69%,1,27
锐胜王牌M7,北京汽车制造厂,2023-07,1090,274,43.37%,1,26
大众ID.7 VIZZION,一汽-大众,2024-02,523,293,0.99%,11,34
大众ID.7 VIZZION,一汽-大众,2024-01,2269,200,2.32%,11,28
大众ID.7 VIZZION,一汽-大众,2023-12,217,454,0.18%,15,46
大众ID.7 VIZZION,一汽-大众,2023-11,549,364,0.57%,15,40
岚图追光,岚图汽车,2024-02,516,294,16.22%,3,15
岚图追光,岚图汽车,2024-01,1168,274,16.59%,3,11
岚图追光,岚图汽车,2023-12,1448,265,14.46%,3,14
岚图追光,岚图汽车,2023-11,271,420,3.87%,3,20
岚图追光,岚图汽车,2023-10,215,429,3.54%,3,21
岚图追光,岚图汽车,2023-09,322,406,6.43%,3,18
岚图追光,岚图汽车,2023-08,675,324,16.85%,3,17
岚图追光,岚图汽车,2023-07,673,325,21.42%,2,16
岚图追光,岚图汽车,2023-06,651,321,21.65%,3,14
岚图追光,岚图汽车,2023-05,144,445,4.80%,3,19
岚图追光,岚图汽车,2023-04,300,406,8.98%,3,20
岚图追光,岚图汽车,2023-03,246,418,8.13%,3,22
岚图追光,岚图汽车,2023-02,20,509,1.81%,3,23
吉利ICON,吉利汽车,2024-02,511,295,0.95%,10,154
吉利ICON,吉利汽车,2024-01,1479,250,1.24%,10,131
吉利ICON,吉利汽车,2023-12,878,322,1.23%,10,171
吉利ICON,吉利汽车,2023-11,2025,223,1.88%,9,117
吉利ICON,吉利汽车,2023-10,1589,248,1.71%,10,135
吉利ICON,吉利汽车,2023-09,1700,232,1.92%,10,120
吉利ICON,吉利汽车,2023-08,1906,215,2.48%,10,111
吉利ICON,吉利汽车,2023-07,1527,236,2.09%,10,121
吉利ICON,吉利汽车,2023-06,1673,228,2.33%,9,121
吉利ICON,吉利汽车,2023-05,1463,227,2.18%,9,112
吉利ICON,吉利汽车,2023-04,1206,251,2.02%,8,122
吉利ICON,吉利汽车,2023-03,1625,213,2.63%,9,101
吉利ICON,吉利汽车,2023-02,1610,204,2.47%,10,98
捷途山海L9,奇瑞汽车,2024-02,510,296,2.68%,6,155
捷途山海L9,奇瑞汽车,2024-01,1899,215,6.12%,5,110
捷途山海L9,奇瑞汽车,2023-12,826,331,2.79%,5,175
捷途山海L9,奇瑞汽车,2023-11,496,372,1.83%,5,202
本田UR-V,东风本田,2024-02,509,297,2.40%,7,156
本田UR-V,东风本田,2024-01,1858,218,2.46%,7,111
本田UR-V,东风本田,2023-12,818,333,1.30%,9,177
本田UR-V,东风本田,2023-11,765,330,1.45%,9,181
本田UR-V,东风本田,2023-10,798,327,1.23%,9,177
本田UR-V,东风本田,2023-09,564,360,0.95%,9,194
本田UR-V,东风本田,2023-08,374,385,0.62%,11,206
本田UR-V,东风本田,2023-07,228,426,0.47%,10,230
本田UR-V,东风本田,2023-06,769,306,1.62%,8,158
本田UR-V,东风本田,2023-05,1954,202,3.87%,6,97
本田UR-V,东风本田,2023-04,2181,192,6.39%,6,93
本田UR-V,东风本田,2023-03,7194,65,18.13%,2,28
本田UR-V,东风本田,2023-02,1818,184,4.82%,6,85
领克06新能源,领克,2024-02,503,298,4.34%,5,157
领克06新能源,领克,2024-01,1467,252,5.36%,5,132
领克06新能源,领克,2023-12,2700,210,11.17%,4,109
领克06新能源,领克,2023-11,3543,154,12.38%,4,77
领克06新能源,领克,2023-10,1044,292,4.48%,4,156
领克06新能源,领克,2023-09,995,295,4.87%,5,155
领克06新能源,领克,2023-08,283,411,1.59%,7,223
领克06新能源,领克,2023-07,244,419,1.60%,6,228
领克06新能源,领克,2023-05,91,467,0.68%,8,246
领克06新能源,领克,2023-04,259,413,2.06%,7,218
领克06新能源,领克,2023-03,97,470,0.76%,9,253
领克06新能源,领克,2023-02,236,402,2.00%,7,214
领克06新能源,领克,2022-12,258,430,1.17%,8,233
迈腾GTE插电混动,一汽-大众,2024-02,502,299,0.95%,12,35
迈腾GTE插电混动,一汽-大众,2024-01,784,311,0.80%,13,38
迈腾GTE插电混动,一汽-大众,2023-12,1064,302,0.86%,11,35
迈腾GTE插电混动,一汽-大众,2023-11,1065,292,1.10%,11,33
迈腾GTE插电混动,一汽-大众,2023-10,1016,294,1.11%,11,32
迈腾GTE插电混动,一汽-大众,2023-09,1128,282,1.19%,11,31
迈腾GTE插电混动,一汽-大众,2023-08,837,301,0.94%,11,34
迈腾GTE插电混动,一汽-大众,2023-07,373,383,0.45%,13,38
迈腾GTE插电混动,一汽-大众,2023-06,724,313,0.74%,15,36
迈腾GTE插电混动,一汽-大众,2023-05,1097,256,1.31%,13,29
迈腾GTE插电混动,一汽-大众,2023-04,1002,275,1.28%,13,33
迈腾GTE插电混动,一汽-大众,2023-03,1342,235,1.66%,12,30
迈腾GTE插电混动,一汽-大众,2023-02,2566,148,4.23%,7,20
星纪元 ES,星途,2024-02,482,300,12.68%,3,16
星纪元 ES,星途,2024-01,504,357,9.59%,4,18
星纪元 ES,星途,2023-12,740,346,7.39%,4,19
smart精灵#1,smart,2024-02,470,301,64.74%,1,158
smart精灵#1,smart,2024-01,978,287,67.68%,1,149
smart精灵#1,smart,2023-12,2009,236,67.85%,1,123
smart精灵#1,smart,2023-11,1850,230,69.29%,1,123
smart精灵#1,smart,2023-10,2138,212,71.10%,1,111
smart精灵#1,smart,2023-09,1677,234,63.98%,1,122
smart精灵#1,smart,2023-08,1740,227,54.36%,1,117
smart精灵#1,smart,2023-07,1892,214,44.08%,2,110
smart精灵#1,smart,2023-06,2882,176,75.27%,1,86
smart精灵#1,smart,2023-05,2624,164,100.00%,1,79
smart精灵#1,smart,2023-04,4390,109,100.00%,1,50
smart精灵#1,smart,2023-03,5911,79,100.00%,1,36
smart精灵#1,smart,2023-02,3616,116,100.00%,1,52
奥迪Q5L Sportback,一汽-大众奥迪,2024-02,463,302,1.47%,8,159
奥迪Q5L Sportback,一汽-大众奥迪,2024-01,862,298,1.69%,7,158
奥迪Q5L Sportback,一汽-大众奥迪,2023-12,896,318,1.29%,8,168
奥迪Q5L Sportback,一汽-大众奥迪,2023-11,681,340,1.18%,9,186
奥迪Q5L Sportback,一汽-大众奥迪,2023-10,530,358,1.06%,8,192
奥迪Q5L Sportback,一汽-大众奥迪,2023-09,703,340,1.12%,8,180
奥迪Q5L Sportback,一汽-大众奥迪,2023-08,729,314,1.32%,8,162
奥迪Q5L Sportback,一汽-大众奥迪,2023-07,821,307,1.56%,8,164
奥迪Q5L Sportback,一汽-大众奥迪,2023-06,1165,263,1.82%,8,137
奥迪Q5L Sportback,一汽-大众奥迪,2023-05,1001,272,1.90%,8,132
奥迪Q5L Sportback,一汽-大众奥迪,2023-04,1264,245,2.58%,8,120
奥迪Q5L Sportback,一汽-大众奥迪,2023-03,942,274,1.82%,8,134
奥迪Q5L Sportback,一汽-大众奥迪,2023-02,676,302,1.74%,7,149
凌尚,广汽丰田,2024-02,462,303,1.07%,9,51
凌尚,广汽丰田,2024-01,577,342,0.80%,9,58
凌尚,广汽丰田,2023-12,666,355,0.88%,9,55
凌尚,广汽丰田,2023-11,636,346,0.83%,9,56
凌尚,广汽丰田,2023-10,750,332,0.89%,9,56
凌尚,广汽丰田,2023-09,691,343,0.83%,9,58
凌尚,广汽丰田,2023-08,584,339,0.73%,9,59
凌尚,广汽丰田,2023-07,574,346,0.80%,10,57
凌尚,广汽丰田,2023-06,920,294,1.07%,10,53
凌尚,广汽丰田,2023-05,851,296,1.10%,10,56
凌尚,广汽丰田,2023-04,852,299,1.11%,10,58
凌尚,广汽丰田,2023-03,897,286,1.48%,10,59
凌尚,广汽丰田,2023-02,1167,230,1.74%,10,50
新海狮EV,华晨鑫源,2024-02,457,304,100.00%,1,28
新海狮EV,华晨鑫源,2023-12,1304,277,100.00%,1,24
新海狮EV,华晨鑫源,2023-11,981,303,100.00%,1,28
新海狮EV,华晨鑫源,2023-10,1236,269,100.00%,1,23
新海狮EV,华晨鑫源,2023-09,1351,258,100.00%,1,26
新海狮EV,华晨鑫源,2023-08,1704,229,100.00%,1,17
新海狮EV,华晨鑫源,2023-07,1554,235,100.00%,1,19
新海狮EV,华晨鑫源,2023-06,1554,232,100.00%,1,18
新海狮EV,华晨鑫源,2023-05,1323,237,100.00%,1,21
新海狮EV,华晨鑫源,2023-04,1198,254,100.00%,1,24
新海狮EV,华晨鑫源,2023-03,1209,242,100.00%,1,23
哈弗二代大狗新能源,长城汽车,2024-02,451,305,2.10%,6,160
哈弗二代大狗新能源,长城汽车,2024-01,554,345,1.36%,7,182
哈弗二代大狗新能源,长城汽车,2023-12,769,343,1.75%,7,183
哈弗二代大狗新能源,长城汽车,2023-11,1350,266,2.76%,6,143
哈弗二代大狗新能源,长城汽车,2023-10,1441,255,2.70%,7,137
哈弗二代大狗新能源,长城汽车,2023-09,1418,253,2.77%,6,135
哈弗二代大狗新能源,长城汽车,2023-08,2200,196,4.91%,5,99
哈弗二代大狗新能源,长城汽车,2023-07,3006,163,6.70%,5,80
哈弗二代大狗新能源,长城汽车,2023-06,3331,157,7.96%,5,76
哈弗二代大狗新能源,长城汽车,2023-05,3325,144,8.52%,4,68
哈弗二代大狗新能源,长城汽车,2023-04,3183,146,8.79%,4,70
哈弗二代大狗新能源,长城汽车,2023-03,1482,225,4.56%,5,109
哈弗二代大狗新能源,长城汽车,2023-02,1781,188,6.26%,4,88
逸动新能源,长安汽车,2024-02,449,306,0.86%,11,52
逸动新能源,长安汽车,2024-01,3431,173,2.63%,8,34
逸动新能源,长安汽车,2023-12,1239,285,1.58%,10,50
逸动新能源,长安汽车,2023-11,354,399,0.46%,13,62
逸动新能源,长安汽车,2023-10,346,405,0.39%,13,66
逸动新能源,长安汽车,2023-09,477,376,0.56%,13,62
逸动新能源,长安汽车,2023-08,79,476,0.09%,14,74
逸动新能源,长安汽车,2023-07,32,506,0.04%,16,76
逸动新能源,长安汽车,2023-06,3030,169,3.52%,9,37
逸动新能源,长安汽车,2023-05,1007,269,1.24%,11,52
逸动新能源,长安汽车,2023-04,101,466,0.13%,14,76
逸动新能源,长安汽车,2023-03,332,397,0.49%,13,69
逸动新能源,长安汽车,2023-02,1100,237,1.52%,11,52
捷豹XEL,奇瑞捷豹路虎,2024-02,447,307,50.11%,1,36
捷豹XEL,奇瑞捷豹路虎,2024-01,648,328,35.31%,2,40
捷豹XEL,奇瑞捷豹路虎,2023-12,633,363,28.51%,2,42
捷豹XEL,奇瑞捷豹路虎,2023-11,785,325,38.16%,2,36
捷豹XEL,奇瑞捷豹路虎,2023-10,613,349,33.39%,2,37
捷豹XEL,奇瑞捷豹路虎,2023-09,1124,283,45.86%,1,32
捷豹XEL,奇瑞捷豹路虎,2023-08,1097,272,52.46%,1,31
捷豹XEL,奇瑞捷豹路虎,2023-07,1062,275,54.35%,1,30
捷豹XEL,奇瑞捷豹路虎,2023-06,1024,281,54.61%,1,33
捷豹XEL,奇瑞捷豹路虎,2023-05,932,283,47.82%,2,32
捷豹XEL,奇瑞捷豹路虎,2023-04,855,296,46.24%,2,35
捷豹XEL,奇瑞捷豹路虎,2023-03,822,301,50.18%,1,37
捷豹XEL,奇瑞捷豹路虎,2023-02,807,280,51.96%,1,33
探岳X,一汽-大众,2024-02,438,308,0.83%,13,161
探岳X,一汽-大众,2024-01,898,293,0.92%,12,155
探岳X,一汽-大众,2023-12,818,334,0.66%,12,178
探岳X,一汽-大众,2023-11,826,318,0.85%,12,172
探岳X,一汽-大众,2023-10,754,331,0.83%,13,180
探岳X,一汽-大众,2023-09,792,325,0.83%,13,173
探岳X,一汽-大众,2023-08,831,302,0.93%,12,156
探岳X,一汽-大众,2023-07,838,305,1.01%,12,163
探岳X,一汽-大众,2023-06,953,289,0.97%,13,151
探岳X,一汽-大众,2023-05,781,305,0.93%,14,150
探岳X,一汽-大众,2023-04,645,329,0.83%,14,167
探岳X,一汽-大众,2023-03,593,338,0.73%,15,171
探岳X,一汽-大众,2023-02,442,346,0.73%,14,181
五菱凯捷,上汽通用五菱,2024-02,431,309,0.80%,11,29
五菱凯捷,上汽通用五菱,2024-01,622,331,0.86%,11,32
五菱凯捷,上汽通用五菱,2023-12,493,396,0.53%,13,39
五菱凯捷,上汽通用五菱,2023-11,291,416,0.40%,14,42
五菱凯捷,上汽通用五菱,2023-10,297,418,0.41%,13,38
五菱凯捷,上汽通用五菱,2023-09,375,392,0.55%,14,40
五菱凯捷,上汽通用五菱,2023-08,386,383,0.67%,11,34
五菱凯捷,上汽通用五菱,2023-07,423,372,0.66%,12,33
五菱凯捷,上汽通用五菱,2023-06,448,359,0.87%,11,32
五菱凯捷,上汽通用五菱,2023-05,719,315,1.14%,9,29
五菱凯捷,上汽通用五菱,2023-04,789,308,1.36%,9,31
五菱凯捷,上汽通用五菱,2023-03,793,307,1.41%,9,30
五菱凯捷,上汽通用五菱,2023-02,808,279,1.23%,10,26
红旗HS7,一汽红旗,2024-02,420,310,1.68%,7,162
红旗HS7,一汽红旗,2024-01,300,400,0.74%,8,214
红旗HS7,一汽红旗,2023-12,547,379,1.21%,9,203
红旗HS7,一汽红旗,2023-11,567,359,1.43%,8,194
红旗HS7,一汽红旗,2023-10,425,384,1.14%,8,209
红旗HS7,一汽红旗,2023-09,597,356,1.72%,8,190
红旗HS7,一汽红旗,2023-08,1057,277,3.45%,6,144
红旗HS7,一汽红旗,2023-07,755,315,2.57%,7,168
红旗HS7,一汽红旗,2023-06,822,302,2.18%,7,155
红旗HS7,一汽红旗,2023-05,941,280,4.09%,6,137
红旗HS7,一汽红旗,2023-04,895,290,3.57%,7,142
红旗HS7,一汽红旗,2023-03,751,316,2.63%,7,160
红旗HS7,一汽红旗,2023-02,594,314,2.33%,7,157
传祺ES9,广汽乘用车,2024-02,418,311,2.78%,10,163
传祺ES9,广汽乘用车,2024-01,1337,260,4.46%,9,138
传祺ES9,广汽乘用车,2023-12,2090,233,6.32%,8,122
传祺ES9,广汽乘用车,2023-11,2868,182,9.14%,5,89
传祺ES9,广汽乘用车,2023-10,934,306,3.09%,9,165
传祺ES9,广汽乘用车,2023-09,55,496,0.18%,9,271
SWM斯威大虎,SWM斯威汽车,2024-02,414,313,22.46%,3,165
蔚来ES8,蔚来,2024-02,414,312,5.09%,5,164
蔚来ES8,蔚来,2024-01,615,334,6.12%,5,177
蔚来ES8,蔚来,2023-12,1584,260,8.79%,5,137
蔚来ES8,蔚来,2023-11,1658,242,10.39%,5,130
蔚来ES8,蔚来,2023-10,2251,206,14.00%,4,108
蔚来ES8,蔚来,2023-09,2139,207,13.68%,3,105
蔚来ES8,蔚来,2023-08,2369,186,12.26%,4,92
蔚来ES8,蔚来,2023-07,1917,211,9.38%,4,109
蔚来ES8,蔚来,2023-06,588,330,5.50%,5,173
蔚来ES8,蔚来,2023-05,274,405,4.46%,6,211
蔚来ES8,蔚来,2023-04,439,364,6.69%,4,191
蔚来ES8,蔚来,2023-03,346,392,3.33%,6,206
蔚来ES8,蔚来,2023-02,395,360,3.25%,6,189
极氪X,极氪,2024-02,411,314,5.47%,3,166
极氪X,极氪,2024-01,708,318,5.65%,3,169
极氪X,极氪,2023-12,2329,222,17.28%,2,114
极氪X,极氪,2023-11,4714,128,35.97%,2,61
极氪X,极氪,2023-10,2654,186,20.30%,2,93
极氪X,极氪,2023-09,1725,230,14.31%,2,118
极氪X,极氪,2023-08,3833,142,31.16%,2,69
