车型,厂商,时间,月销量(辆),当月销量排名,占厂商份额,在厂商排名,在SUV排名
奔驰A级,北京奔驰,2023-02,4951,88,10.57%,5,21
途胜,北京现代,2024-02,2305,139,19.19%,2,66
途胜,北京现代,2024-01,5401,118,24.00%,2,57
途胜,北京现代,2023-12,7492,94,27.74%,2,44
途胜,北京现代,2023-11,4800,125,24.38%,2,60
途胜,北京现代,2023-10,4649,127,24.46%,2,62
途胜,北京现代,2023-09,4841,120,27.42%,2,58
途胜,北京现代,2023-08,5058,114,28.09%,2,54
途胜,北京现代,2023-07,3568,136,22.06%,2,65
途胜,北京现代,2023-06,4773,118,23.84%,2,54
途胜,北京现代,2023-05,4641,111,20.08%,2,52
途胜,北京现代,2023-04,3830,125,19.12%,3,57
途胜,北京现代,2023-03,3945,119,16.78%,3,54
途胜,北京现代,2023-02,2428,154,14.70%,3,72
一汽-大众CC,一汽-大众,2024-02,2287,140,4.31%,7,22
一汽-大众CC,一汽-大众,2024-01,4479,142,4.57%,6,24
一汽-大众CC,一汽-大众,2023-12,4503,151,3.65%,9,23
一汽-大众CC,一汽-大众,2023-11,3347,159,3.45%,8,21
一汽-大众CC,一汽-大众,2023-10,3295,168,3.61%,8,22
一汽-大众CC,一汽-大众,2023-09,3530,154,3.71%,8,21
一汽-大众CC,一汽-大众,2023-08,3685,147,4.13%,7,23
一汽-大众CC,一汽-大众,2023-07,2252,192,2.72%,10,24
一汽-大众CC,一汽-大众,2023-06,2865,177,2.92%,10,24
一汽-大众CC,一汽-大众,2023-05,2606,165,3.12%,8,22
一汽-大众CC,一汽-大众,2023-04,1992,205,2.55%,10,28
一汽-大众CC,一汽-大众,2023-03,1990,193,2.46%,10,25
一汽-大众CC,一汽-大众,2023-02,1623,202,2.67%,11,26
零跑C10,零跑汽车,2024-02,2266,141,34.51%,1,67
零跑C10,零跑汽车,2024-01,847,301,6.90%,4,161
银河L6,吉利汽车,2024-02,2256,142,24.74%,2,32
银河L6,吉利汽车,2024-01,6389,105,33.24%,2,24
银河L6,吉利汽车,2023-12,4506,150,37.29%,2,34
银河L6,吉利汽车,2023-11,5297,118,38.47%,2,26
银河L6,吉利汽车,2023-10,4374,134,31.90%,2,29
银河L6,吉利汽车,2023-09,3073,169,23.49%,2,36
奥迪Q3,一汽-大众奥迪,2024-02,2245,143,7.10%,5,68
奥迪Q3,一汽-大众奥迪,2024-01,3078,177,6.03%,5,87
奥迪Q3,一汽-大众奥迪,2023-12,4383,155,6.29%,5,74
奥迪Q3,一汽-大众奥迪,2023-11,3747,150,6.52%,5,74
奥迪Q3,一汽-大众奥迪,2023-10,3499,158,7.03%,5,80
奥迪Q3,一汽-大众奥迪,2023-09,3934,145,6.28%,5,71
奥迪Q3,一汽-大众奥迪,2023-08,4717,121,8.57%,5,59
奥迪Q3,一汽-大众奥迪,2023-07,5053,108,9.58%,5,52
奥迪Q3,一汽-大众奥迪,2023-06,5942,100,9.28%,5,46
奥迪Q3,一汽-大众奥迪,2023-05,5264,98,9.99%,5,45
奥迪Q3,一汽-大众奥迪,2023-04,4692,104,9.58%,5,46
奥迪Q3,一汽-大众奥迪,2023-03,4658,106,8.99%,5,49
奥迪Q3,一汽-大众奥迪,2023-02,3719,112,9.59%,5,51
宝马iX3,华晨宝马,2024-02,2177,144,5.56%,7,69
宝马iX3,华晨宝马,2024-01,3769,163,5.55%,7,82
宝马iX3,华晨宝马,2023-12,3982,165,6.34%,7,82
宝马iX3,华晨宝马,2023-11,3281,163,5.06%,7,80
宝马iX3,华晨宝马,2023-10,2659,185,4.40%,7,92
宝马iX3,华晨宝马,2023-09,2847,178,4.64%,7,87
宝马iX3,华晨宝马,2023-08,2652,173,4.41%,7,85
宝马iX3,华晨宝马,2023-07,2861,168,4.78%,7,81
宝马iX3,华晨宝马,2023-06,3835,141,6.50%,6,65
宝马iX3,华晨宝马,2023-04,4202,113,7.90%,6,52
宝马iX3,华晨宝马,2023-03,3864,120,6.63%,6,55
宝马iX3,华晨宝马,2023-02,2859,137,5.79%,7,64
宝马iX3,华晨宝马,2023-01,2263,147,3.99%,7,72
奕炫,东风乘用车,2024-02,2151,145,27.95%,2,33
奕炫,东风乘用车,2024-01,4002,156,31.59%,2,29
奕炫,东风乘用车,2023-12,4410,154,34.53%,1,35
奕炫,东风乘用车,2023-11,4209,135,31.66%,2,32
奕炫,东风乘用车,2023-10,3969,143,37.87%,1,31
奕炫,东风乘用车,2023-09,2993,173,30.00%,3,38
奕炫,东风乘用车,2023-08,3454,152,38.91%,2,33
奕炫,东风乘用车,2023-07,3471,140,44.63%,1,30
奕炫,东风乘用车,2023-06,4664,121,50.48%,1,26
奕炫,东风乘用车,2023-05,4795,107,50.52%,1,25
奕炫,东风乘用车,2023-04,3489,136,42.43%,1,29
奕炫,东风乘用车,2023-03,5430,94,52.24%,1,23
奕炫,东风乘用车,2023-02,2848,139,57.14%,1,32
MG7,上汽集团,2024-02,2139,146,35.91%,2,23
MG7,上汽集团,2024-01,4351,147,38.62%,2,25
MG7,上汽集团,2023-12,3391,178,34.24%,2,25
MG7,上汽集团,2023-11,2885,181,35.38%,2,24
MG7,上汽集团,2023-10,3535,155,35.76%,2,21
MG7,上汽集团,2023-09,2977,174,32.27%,2,22
MG7,上汽集团,2023-08,4258,132,52.81%,1,19
MG7,上汽集团,2023-07,4254,122,56.57%,1,18
MG7,上汽集团,2023-06,4238,129,49.81%,1,21
MG7,上汽集团,2023-05,4036,120,49.55%,1,17
MG7,上汽集团,2023-04,2949,156,44.39%,1,22
MG7,上汽集团,2016-12,--,--,--,--,--
MG7,上汽集团,2015-06,1,364,0.02%,6,47
探索06,奇瑞汽车,2024-02,2138,147,7.51%,5,70
探索06,奇瑞汽车,2024-01,4090,153,6.58%,5,77
探索06,奇瑞汽车,2023-12,3715,169,7.21%,6,85
探索06,奇瑞汽车,2023-11,2414,202,5.56%,7,103
探索06,奇瑞汽车,2023-10,2900,178,6.67%,6,89
探索06,奇瑞汽车,2023-09,1802,226,4.27%,7,115
探索06,奇瑞汽车,2023-08,306,407,0.85%,8,222
蓝山DHT-PHEV,长城汽车,2024-02,2108,148,80.49%,1,71
蓝山DHT-PHEV,长城汽车,2024-01,2085,209,62.69%,1,105
蓝山DHT-PHEV,长城汽车,2023-12,2564,212,73.22%,1,111
蓝山DHT-PHEV,长城汽车,2023-11,2035,222,73.95%,1,116
蓝山DHT-PHEV,长城汽车,2023-10,2032,220,92.70%,1,117
蓝山DHT-PHEV,长城汽车,2023-09,2026,214,80.08%,1,108
蓝山DHT-PHEV,长城汽车,2023-08,5023,115,89.41%,1,55
蓝山DHT-PHEV,长城汽车,2023-07,5566,101,83.67%,1,48
蓝山DHT-PHEV,长城汽车,2023-06,5506,106,83.40%,1,50
蓝山DHT-PHEV,长城汽车,2023-05,5136,99,92.61%,1,46
蓝山DHT-PHEV,长城汽车,2023-04,1050,269,44.21%,1,131
银河E8,吉利汽车,2024-02,2089,149,22.91%,3,6
银河E8,吉利汽车,2024-01,3058,178,15.91%,3,8
北京现代ix35,北京现代,2024-02,2085,150,17.36%,3,72
北京现代ix35,北京现代,2024-01,4407,144,19.59%,3,71
北京现代ix35,北京现代,2023-12,4834,143,17.90%,3,67
北京现代ix35,北京现代,2023-11,3584,153,18.20%,3,76
北京现代ix35,北京现代,2023-10,3409,162,17.94%,3,81
北京现代ix35,北京现代,2023-09,68,490,0.39%,8,268
北京现代ix35,北京现代,2023-08,136,458,0.76%,8,245
北京现代ix35,北京现代,2023-07,1259,255,7.78%,4,135
北京现代ix35,北京现代,2023-06,2695,181,13.46%,3,90
北京现代ix35,北京现代,2023-05,4562,112,19.74%,3,53
北京现代ix35,北京现代,2023-04,4521,106,22.57%,2,48
北京现代ix35,北京现代,2023-03,5626,88,23.93%,2,42
北京现代ix35,北京现代,2023-02,4177,105,25.29%,2,48
捷途大圣,奇瑞汽车,2024-02,2077,151,10.93%,4,73
捷途大圣,奇瑞汽车,2024-01,4475,143,14.43%,3,70
捷途大圣,奇瑞汽车,2023-12,4228,157,14.31%,3,75
捷途大圣,奇瑞汽车,2023-11,5104,120,18.79%,3,57
捷途大圣,奇瑞汽车,2023-10,5056,119,19.41%,3,58
捷途大圣,奇瑞汽车,2023-09,3485,156,16.12%,3,76
捷途大圣,奇瑞汽车,2023-08,4699,122,26.40%,2,60
捷途大圣,奇瑞汽车,2023-07,3134,158,22.73%,2,77
捷途大圣,奇瑞汽车,2023-06,2982,172,24.08%,2,82
捷途大圣,奇瑞汽车,2023-05,3558,137,30.94%,2,64
捷途大圣,奇瑞汽车,2023-04,2117,197,21.17%,2,97
捷途大圣,奇瑞汽车,2023-03,2063,190,17.94%,2,90
捷途大圣,奇瑞汽车,2023-02,1637,201,14.61%,3,97
传祺M8,广汽乘用车,2024-02,2070,152,13.76%,3,10
传祺M8,广汽乘用车,2024-01,5470,115,18.23%,1,4
传祺M8,广汽乘用车,2023-12,5218,134,15.77%,3,7
传祺M8,广汽乘用车,2023-11,6229,105,19.84%,1,4
传祺M8,广汽乘用车,2023-10,7088,96,23.42%,1,4
传祺M8,广汽乘用车,2023-09,9298,67,30.32%,1,3
传祺M8,广汽乘用车,2023-08,9677,60,28.97%,1,3
传祺M8,广汽乘用车,2023-07,7462,77,26.44%,1,4
传祺M8,广汽乘用车,2023-06,6526,92,18.43%,1,4
传祺M8,广汽乘用车,2023-05,7801,66,24.76%,1,4
传祺M8,广汽乘用车,2023-04,7204,69,26.19%,1,4
传祺M8,广汽乘用车,2023-03,8420,52,28.05%,1,4
传祺M8,广汽乘用车,2023-02,6331,73,26.50%,1,4
吉利几何E萤火虫,吉利几何,2024-02,2044,153,51.53%,1,74
吉利几何E萤火虫,吉利几何,2024-01,4045,154,50.09%,1,78
吉利几何E萤火虫,吉利几何,2023-12,4094,160,84.10%,1,78
吉利几何E萤火虫,吉利几何,2023-11,4192,136,89.46%,1,65
吉利几何E萤火虫,吉利几何,2023-10,4578,131,68.97%,1,65
吉利几何E萤火虫,吉利几何,2023-09,4332,128,66.90%,1,61
吉利几何E萤火虫,吉利几何,2023-08,3297,156,44.53%,1,74
吉利几何E萤火虫,吉利几何,2023-07,1591,230,49.58%,1,118
吉利几何E萤火虫,吉利几何,2023-06,1470,240,40.37%,1,124
吉利几何E萤火虫,吉利几何,2023-05,1493,226,34.85%,2,110
吉利几何E萤火虫,吉利几何,2023-04,2632,173,35.28%,2,81
吉利几何E萤火虫,吉利几何,2023-03,1092,253,23.06%,2,124
吉利几何E萤火虫,吉利几何,2023-02,1838,182,30.92%,2,84
零跑T03,零跑汽车,2024-02,2043,154,31.11%,2,4
零跑T03,零跑汽车,2024-01,4606,139,37.52%,2,4
零跑T03,零跑汽车,2023-12,7024,101,37.73%,2,5
零跑T03,零跑汽车,2023-11,7452,89,40.26%,2,5
零跑T03,零跑汽车,2023-10,6381,104,35.06%,2,5
零跑T03,零跑汽车,2023-09,4402,127,27.86%,2,5
零跑T03,零跑汽车,2023-08,2056,207,14.49%,3,7
零跑T03,零跑汽车,2023-07,2164,196,15.10%,3,5
零跑T03,零跑汽车,2023-06,1602,230,12.13%,3,6
零跑T03,零跑汽车,2023-05,1994,200,16.54%,3,5
零跑T03,零跑汽车,2023-04,1454,229,16.66%,2,6
零跑T03,零跑汽车,2023-03,2100,187,34.02%,2,5
零跑T03,零跑汽车,2023-02,1324,216,41.40%,2,6
坦克500新能源,长城汽车,2024-02,2034,155,28.56%,2,75
坦克500新能源,长城汽车,2024-01,5045,127,29.05%,2,62
坦克500新能源,长城汽车,2023-12,4169,159,29.22%,2,77
坦克500新能源,长城汽车,2023-11,4191,137,28.42%,2,66
坦克500新能源,长城汽车,2023-10,5065,118,29.31%,2,57
坦克500新能源,长城汽车,2023-09,4269,131,28.70%,2,63
坦克500新能源,长城汽车,2023-08,3036,162,24.73%,2,78
坦克500新能源,长城汽车,2023-07,2023,204,18.97%,2,105
哈弗猛龙,长城汽车,2024-02,2003,156,9.33%,3,76
哈弗猛龙,长城汽车,2024-01,4207,150,10.36%,3,74
哈弗猛龙,长城汽车,2023-12,6098,117,13.85%,3,52
哈弗猛龙,长城汽车,2023-11,6025,110,12.33%,3,51
哈弗猛龙,长城汽车,2023-10,5084,117,9.51%,3,56
蔚来ET5T,蔚来,2024-02,1983,157,24.39%,2,24
蔚来ET5T,蔚来,2024-01,2208,203,21.96%,2,29
蔚来ET5T,蔚来,2023-12,3331,184,18.49%,2,26
蔚来ET5T,蔚来,2023-11,3248,165,20.35%,2,22
蔚来ET5T,蔚来,2023-10,3105,173,19.32%,2,23
蔚来ET5T,蔚来,2023-09,2593,189,16.58%,2,24
蔚来ET5T,蔚来,2023-08,4083,136,21.12%,2,22
蔚来ET5T,蔚来,2023-07,3662,133,17.91%,2,20
蔚来ET5T,蔚来,2023-06,1339,251,12.53%,3,30
QQ冰淇淋,奇瑞新能源,2024-02,1970,158,65.43%,1,5
QQ冰淇淋,奇瑞新能源,2024-01,2525,189,57.45%,1,5
QQ冰淇淋,奇瑞新能源,2023-12,7462,95,64.96%,1,4
QQ冰淇淋,奇瑞新能源,2023-11,9015,72,69.74%,1,4
QQ冰淇淋,奇瑞新能源,2023-10,7111,95,71.65%,1,4
QQ冰淇淋,奇瑞新能源,2023-09,7235,92,65.98%,1,4
QQ冰淇淋,奇瑞新能源,2023-08,5775,107,67.11%,1,4
QQ冰淇淋,奇瑞新能源,2023-07,5716,99,72.14%,1,4
QQ冰淇淋,奇瑞新能源,2023-06,6041,97,68.47%,1,4
QQ冰淇淋,奇瑞新能源,2023-05,5358,94,71.88%,1,4
QQ冰淇淋,奇瑞新能源,2023-04,4253,112,53.14%,1,4
QQ冰淇淋,奇瑞新能源,2023-03,3951,118,65.25%,1,4
QQ冰淇淋,奇瑞新能源,2023-02,3134,125,56.69%,1,4
领睿,江铃福特,2024-02,1934,159,83.18%,1,77
领睿,江铃福特,2024-01,2853,182,81.24%,1,90
领睿,江铃福特,2023-12,3345,183,74.70%,1,93
领睿,江铃福特,2023-11,2553,194,72.67%,1,97
领睿,江铃福特,2023-10,2536,194,72.98%,1,100
领睿,江铃福特,2023-09,2353,203,70.36%,1,103
领睿,江铃福特,2023-08,2378,184,71.26%,1,90
领睿,江铃福特,2023-07,1858,216,59.44%,1,112
领睿,江铃福特,2023-06,2111,204,62.86%,1,106
领睿,江铃福特,2023-05,2268,184,67.58%,1,86
领睿,江铃福特,2023-04,1945,206,63.09%,1,102
领睿,江铃福特,2023-03,1689,208,66.86%,1,99
领睿,江铃福特,2023-02,1720,194,68.20%,1,91
蓝电E5,赛力斯蓝电,2024-02,1915,160,100.00%,1,78
蓝电E5,赛力斯蓝电,2024-01,5289,121,100.00%,1,59
蓝电E5,赛力斯蓝电,2023-12,3474,177,100.00%,1,89
蓝电E5,赛力斯蓝电,2023-11,1556,249,100.00%,1,132
蓝电E5,赛力斯蓝电,2023-10,925,308,100.00%,1,167
蓝电E5,赛力斯蓝电,2023-09,607,354,100.00%,1,189
蓝电E5,赛力斯蓝电,2023-08,390,381,100.00%,1,205
蓝电E5,赛力斯蓝电,2023-07,514,354,100.00%,1,190
蓝电E5,赛力斯蓝电,2023-06,352,381,100.00%,1,205
蓝电E5,赛力斯蓝电,2023-05,376,376,100.00%,1,194
蓝电E5,赛力斯蓝电,2023-04,483,354,100.00%,1,185
蓝电E5,赛力斯蓝电,2023-03,250,417,100.00%,1,219
欧尚Z6新能源,长安汽车,2024-02,1891,161,11.26%,4,79
欧尚Z6新能源,长安汽车,2024-01,3952,158,12.44%,4,79
欧尚Z6新能源,长安汽车,2023-12,2858,207,14.01%,3,106
欧尚Z6新能源,长安汽车,2023-11,3020,176,15.09%,3,87
欧尚Z6新能源,长安汽车,2023-10,4298,135,15.95%,3,67
欧尚Z6新能源,长安汽车,2023-09,4949,118,22.18%,3,56
欧尚Z6新能源,长安汽车,2023-08,4649,124,23.09%,3,61
欧尚Z6新能源,长安汽车,2023-07,4410,120,22.59%,3,57
欧尚Z6新能源,长安汽车,2023-06,3808,142,17.97%,3,66
欧尚Z6新能源,长安汽车,2023-05,1666,215,8.85%,4,104
欧尚Z6新能源,长安汽车,2023-04,889,292,5.82%,4,144
欧尚Z6新能源,长安汽车,2023-03,763,313,5.67%,4,157
欧尚Z6新能源,长安汽车,2023-02,592,316,4.55%,4,159
马自达3 昂克赛拉,长安马自达,2024-02,1873,162,47.35%,1,34
马自达3 昂克赛拉,长安马自达,2024-01,6034,108,65.53%,1,25
马自达3 昂克赛拉,长安马自达,2023-12,6357,112,57.64%,1,26
马自达3 昂克赛拉,长安马自达,2023-11,5635,117,60.20%,1,25
马自达3 昂克赛拉,长安马自达,2023-10,8805,72,68.45%,1,17
马自达3 昂克赛拉,长安马自达,2023-09,7707,86,74.50%,1,21
马自达3 昂克赛拉,长安马自达,2023-08,6000,101,75.63%,1,23
马自达3 昂克赛拉,长安马自达,2023-07,2891,165,58.56%,1,35
马自达3 昂克赛拉,长安马自达,2023-06,1587,231,21.41%,2,43
马自达3 昂克赛拉,长安马自达,2023-05,2361,179,34.21%,1,39
马自达3 昂克赛拉,长安马自达,2023-04,1236,247,31.82%,1,50
马自达3 昂克赛拉,长安马自达,2023-03,2419,166,40.23%,1,40
马自达3 昂克赛拉,长安马自达,2023-02,2215,163,57.34%,1,37
飞度,广汽本田,2024-02,1844,163,7.63%,4,4
飞度,广汽本田,2024-01,2188,204,4.05%,7,5
飞度,广汽本田,2023-12,3113,189,4.21%,6,5
飞度,广汽本田,2023-11,3826,147,7.14%,4,5
飞度,广汽本田,2023-10,4759,122,7.30%,5,5
飞度,广汽本田,2023-09,3944,144,7.88%,4,5
飞度,广汽本田,2023-08,4346,131,10.31%,4,5
飞度,广汽本田,2023-07,3404,143,8.34%,4,5
飞度,广汽本田,2023-06,4544,123,6.95%,5,5
飞度,广汽本田,2023-05,4252,117,8.39%,4,5
飞度,广汽本田,2023-04,6453,77,10.67%,3,4
飞度,广汽本田,2023-03,4250,113,10.18%,3,3
飞度,广汽本田,2023-02,6065,75,16.95%,2,2
昂科威,上汽通用别克,2024-02,1781,164,9.70%,5,80
昂科威,上汽通用别克,2024-01,10249,59,23.76%,2,29
昂科威,上汽通用别克,2023-12,8407,85,23.67%,1,39
昂科威,上汽通用别克,2023-11,6355,103,13.94%,4,47
昂科威,上汽通用别克,2023-10,8299,82,19.66%,2,36
昂科威,上汽通用别克,2023-09,8360,76,16.40%,3,33
昂科威,上汽通用别克,2023-08,8239,78,16.49%,3,36
昂科威,上汽通用别克,2023-07,6649,88,13.31%,3,39
昂科威,上汽通用别克,2023-06,10302,56,22.39%,2,25
昂科威,上汽通用别克,2023-05,10029,52,21.79%,3,22
昂科威,上汽通用别克,2023-04,8149,59,18.43%,3,26
昂科威,上汽通用别克,2023-03,5744,83,15.01%,3,40
昂科威,上汽通用别克,2023-02,6179,74,18.72%,3,32
艾瑞泽5,奇瑞汽车,2024-02,1775,165,6.24%,6,35
艾瑞泽5,奇瑞汽车,2024-01,3409,174,5.48%,6,35
艾瑞泽5,奇瑞汽车,2023-12,4060,163,7.88%,5,36
艾瑞泽5,奇瑞汽车,2023-11,3444,158,7.93%,5,37
艾瑞泽5,奇瑞汽车,2023-10,3606,152,8.30%,5,34
艾瑞泽5,奇瑞汽车,2023-09,4309,129,10.21%,5,29
艾瑞泽5,奇瑞汽车,2023-08,3763,144,10.40%,5,31
艾瑞泽5,奇瑞汽车,2023-07,3702,132,10.42%,5,28
艾瑞泽5,奇瑞汽车,2023-06,3078,167,9.83%,4,35
艾瑞泽5,奇瑞汽车,2023-05,3665,132,12.85%,4,31
艾瑞泽5,奇瑞汽车,2023-04,2776,167,11.34%,4,37
艾瑞泽5,奇瑞汽车,2023-03,3671,124,16.92%,2,28
艾瑞泽5,奇瑞汽车,2023-02,3225,122,18.94%,2,28
沃尔沃S90,沃尔沃亚太,2024-02,1770,166,26.12%,2,7
沃尔沃S90,沃尔沃亚太,2024-01,3665,166,26.41%,2,7
沃尔沃S90,沃尔沃亚太,2023-12,3305,185,24.31%,2,8
沃尔沃S90,沃尔沃亚太,2023-11,3103,170,23.32%,2,6
沃尔沃S90,沃尔沃亚太,2023-10,3477,159,26.19%,2,6
沃尔沃S90,沃尔沃亚太,2023-09,3560,152,26.17%,2,6
沃尔沃S90,沃尔沃亚太,2023-08,3690,146,26.54%,2,6
沃尔沃S90,沃尔沃亚太,2023-07,3231,154,25.91%,2,6
沃尔沃S90,沃尔沃亚太,2023-06,3467,154,25.49%,2,6
沃尔沃S90,沃尔沃亚太,2023-05,3404,141,27.84%,2,5
沃尔沃S90,沃尔沃亚太,2023-04,2868,162,26.97%,2,6
沃尔沃S90,沃尔沃亚太,2023-03,2344,174,24.25%,2,7
沃尔沃S90,沃尔沃亚太,2023-02,2576,147,23.05%,2,6
长安启源Q05,长安启源,2024-02,1749,167,27.08%,2,81
长安启源Q05,长安启源,2023-12,338,432,4.93%,3,234
捷达VA3,一汽-大众捷达,2024-02,1736,168,21.57%,2,36
捷达VA3,一汽-大众捷达,2024-01,3173,176,24.39%,2,36
捷达VA3,一汽-大众捷达,2023-12,7181,98,35.40%,2,22
捷达VA3,一汽-大众捷达,2023-11,3293,162,26.13%,2,38
捷达VA3,一汽-大众捷达,2023-10,1815,240,14.51%,3,43
捷达VA3,一汽-大众捷达,2023-09,2642,186,21.11%,3,40
捷达VA3,一汽-大众捷达,2023-08,2976,165,24.80%,2,36
捷达VA3,一汽-大众捷达,2023-07,7815,70,47.21%,1,19
捷达VA3,一汽-大众捷达,2023-06,7815,80,47.21%,1,21
捷达VA3,一汽-大众捷达,2023-05,5681,89,40.58%,2,20
捷达VA3,一汽-大众捷达,2023-04,5827,89,41.62%,1,20
捷达VA3,一汽-大众捷达,2023-03,5635,87,40.25%,2,20
捷达VA3,一汽-大众捷达,2023-02,3740,111,34.00%,2,26
揽巡,一汽-大众,2024-02,1735,169,3.27%,8,82
揽巡,一汽-大众,2024-01,4095,152,4.18%,7,76
揽巡,一汽-大众,2023-12,4566,147,3.70%,8,70
揽巡,一汽-大众,2023-11,3091,171,3.19%,9,83
揽巡,一汽-大众,2023-10,3111,172,3.41%,9,85
揽巡,一汽-大众,2023-09,3104,166,3.26%,9,81
揽巡,一汽-大众,2023-08,2982,164,3.34%,8,79
揽巡,一汽-大众,2023-07,2624,173,3.17%,8,86
揽巡,一汽-大众,2023-06,2849,178,2.91%,11,87
揽巡,一汽-大众,2023-05,1912,205,2.29%,11,100
揽巡,一汽-大众,2023-04,2471,178,3.17%,8,85
揽巡,一汽-大众,2023-03,1545,216,1.91%,11,103
揽巡,一汽-大众,2023-02,1802,187,2.97%,9,87
马自达CX-5,长安马自达,2024-02,1733,170,43.81%,2,83
马自达CX-5,长安马自达,2024-01,2312,198,25.11%,2,98
马自达CX-5,长安马自达,2023-12,3951,166,35.83%,2,83
马自达CX-5,长安马自达,2023-11,2851,183,30.46%,2,90
马自达CX-5,长安马自达,2023-10,2904,177,22.57%,2,88
马自达CX-5,长安马自达,2023-09,1446,252,13.98%,2,134
马自达CX-5,长安马自达,2023-08,703,320,8.86%,3,166
马自达CX-5,长安马自达,2023-07,814,308,16.49%,3,165
马自达CX-5,长安马自达,2023-06,698,316,9.42%,3,164
马自达CX-5,长安马自达,2023-05,1070,261,15.50%,3,127
马自达CX-5,长安马自达,2023-04,789,307,20.31%,3,154
马自达CX-5,长安马自达,2023-03,845,300,14.05%,4,149
马自达CX-5,长安马自达,2023-02,1005,251,26.02%,2,121
欧拉好猫,长城新能源,2024-02,1731,171,86.29%,1,5
欧拉好猫,长城新能源,2024-01,4033,155,87.96%,1,4
欧拉好猫,长城新能源,2023-12,6621,105,81.27%,1,4
欧拉好猫,长城新能源,2023-11,6903,94,87.21%,1,4
欧拉好猫,长城新能源,2023-10,7664,88,81.74%,1,4
欧拉好猫,长城新能源,2023-09,8392,75,90.38%,1,4
欧拉好猫,长城新能源,2023-08,6383,96,87.93%,1,4
欧拉好猫,长城新能源,2023-07,7786,72,90.78%,1,4
欧拉好猫,长城新能源,2023-06,7658,81,89.07%,1,4
欧拉好猫,长城新能源,2023-05,7519,70,85.13%,1,4
欧拉好猫,长城新能源,2023-04,7097,71,87.77%,1,3
欧拉好猫,长城新能源,2023-03,3970,117,71.27%,1,4
欧拉好猫,长城新能源,2023-02,2420,155,62.40%,1,7
长安启源A07,长安启源,2024-02,1723,172,26.68%,3,8
长安启源A07,长安启源,2024-01,3830,162,56.73%,1,6
长安启源A07,长安启源,2023-12,3802,168,55.50%,1,7
长安启源A07,长安启源,2023-11,3016,177,65.98%,1,7
长安启源A07,长安启源,2023-10,2688,183,63.50%,1,8
长安启源A07,长安启源,2023-09,30,513,100.00%,1,24
捷达VS7,一汽-大众捷达,2024-02,1720,173,21.37%,3,84
捷达VS7,一汽-大众捷达,2024-01,2467,192,18.96%,3,94
捷达VS7,一汽-大众捷达,2023-12,4439,153,21.88%,3,73
捷达VS7,一汽-大众捷达,2023-11,3024,175,24.00%,3,86
捷达VS7,一汽-大众捷达,2023-10,4195,140,33.53%,2,71
捷达VS7,一汽-大众捷达,2023-09,2762,179,22.07%,2,88
捷达VS7,一汽-大众捷达,2023-08,2121,199,17.67%,3,101
捷达VS7,一汽-大众捷达,2023-07,3334,147,20.14%,3,70
捷达VS7,一汽-大众捷达,2023-06,3334,156,20.14%,3,75
捷达VS7,一汽-大众捷达,2023-05,2117,194,15.12%,3,93
捷达VS7,一汽-大众捷达,2023-04,3089,148,22.06%,3,71
捷达VS7,一汽-大众捷达,2023-03,2362,172,16.87%,3,80
捷达VS7,一汽-大众捷达,2023-02,1816,185,16.51%,3,86
本田HR-V,东风本田,2024-02,1715,174,8.10%,3,85
本田HR-V,东风本田,2024-01,6385,106,8.45%,4,52
本田HR-V,东风本田,2023-12,5211,135,8.31%,4,63
本田HR-V,东风本田,2023-11,3988,142,7.55%,5,71
本田HR-V,东风本田,2023-10,5384,115,8.28%,4,55
本田HR-V,东风本田,2023-09,4306,130,7.25%,4,62
本田HR-V,东风本田,2023-08,4137,134,6.90%,4,66
本田HR-V,东风本田,2023-07,3157,157,6.48%,4,76
本田HR-V,东风本田,2023-06,2557,185,5.40%,6,92
本田HR-V,东风本田,2023-05,1435,230,2.85%,7,113
本田HR-V,东风本田,2023-04,199,433,0.58%,10,226
影豹,广汽乘用车,2024-02,1714,175,11.39%,4,37
影豹,广汽乘用车,2024-01,2790,185,9.30%,6,39
影豹,广汽乘用车,2023-12,3570,172,10.79%,4,37
影豹,广汽乘用车,2023-11,3855,146,12.28%,4,34
影豹,广汽乘用车,2023-10,4009,142,13.25%,4,30
影豹,广汽乘用车,2023-09,4209,134,13.72%,3,30
影豹,广汽乘用车,2023-08,3942,140,11.80%,4,29
影豹,广汽乘用车,2023-07,3728,130,13.21%,4,27
影豹,广汽乘用车,2023-06,4846,116,13.69%,3,25
影豹,广汽乘用车,2023-05,3993,122,12.67%,4,29
影豹,广汽乘用车,2023-04,2794,166,10.16%,6,36
影豹,广汽乘用车,2023-03,1496,224,4.98%,7,48
影豹,广汽乘用车,2023-02,2342,156,9.80%,7,34
悦虎,大运汽车,2024-02,1712,176,82.67%,1,86
悦虎,大运汽车,2024-01,1635,232,75.00%,1,121
悦虎,大运汽车,2023-12,1856,240,76.50%,1,126
悦虎,大运汽车,2023-11,1771,240,70.42%,1,128
悦虎,大运汽车,2023-10,1985,225,75.02%,1,121
悦虎,大运汽车,2023-09,1960,217,77.69%,1,110
悦虎,大运汽车,2023-08,1601,234,76.31%,1,121
