年月,排名,厂商,销量,占销量份额
2018-12,70,东风小康,2864,0.13%
2018-12,71,奇瑞捷豹路虎,2745,0.12%
2018-12,72,君马汽车,2718,0.12%
2018-12,73,蔚来,2692,0.12%
2018-12,74,郑州日产,2618,0.12%
2018-12,75,东风英菲尼迪,2550,0.11%
2018-12,76,长安汽车新能源,2530,0.11%
2018-12,77,上汽大通,2508,0.11%
2018-12,78,凯翼汽车,2463,0.11%
2018-12,79,昌河铃木,2388,0.11%
2018-12,80,大乘汽车,2335,0.1%
2018-12,81,宝沃汽车,2322,0.1%
2018-12,82,奇瑞捷豹路虎,2262,0.1%
2018-12,83,海马汽车,2185,0.1%
2018-12,84,一汽海马,2183,0.1%
2018-12,85,观致汽车,2174,0.1%
2018-12,86,一汽吉林,2109,0.09%
2018-12,87,长安铃木,1941,0.09%
2018-12,88,北汽昌河,1906,0.09%
2018-12,89,知豆电动车,1754,0.08%
2018-12,90,福田汽车,1634,0.07%
2018-12,91,东风雷诺,1604,0.07%
2018-12,92,云度新能源,1480,0.07%
2018-12,93,广汽讴歌,1458,0.07%
2018-12,94,华泰新能源,1292,0.06%
2018-12,95,中国重汽VGV,1169,0.05%
2018-12,96,福田商用车,1161,0.05%
2018-12,97,长城汽车,1055,0.05%
2018-12,98,长城新能源,1055,0.05%
2018-12,99,天津一汽,980,0.04%
2018-12,100,腾势汽车,884,0.04%
2018-12,101,长安凯程,771,0.03%
2018-12,102,福汽新龙马,492,0.02%
2018-12,103,长安汽车,418,0.02%
2018-12,104,野马汽车,418,0.02%
2018-12,105,江铃福特,336,0.02%
2018-12,106,江铃汽车,306,0.01%
2018-12,107,电咖汽车,304,0.01%
2018-12,108,江西五十铃,255,0.01%
2018-12,109,悦达起亚,169,0.01%
2018-12,110,北京汽车制造厂,166,0.01%
2018-12,111,DS汽车,155,0.01%
2018-12,112,福迪汽车,133,0.01%
2018-12,113,郑州日产,125,0.01%
2018-12,114,广汽本田,100,-
2018-12,115,广汽菲克菲亚特,77,-
2018-12,116,绵阳金杯,53,-
2018-12,117,小鹏汽车,41,-
2018-12,118,东风裕隆,12,-
2018-12,119,康迪电动汽车集团,1,-
2019-01,1,上汽大众,167000,8.14%
2019-01,2,吉利汽车,145805,7.11%
2019-01,3,一汽-大众,107835,5.26%
2019-01,4,东风日产,98899,4.82%
2019-01,5,上汽通用别克,93101,4.54%
2019-01,6,长城汽车,86152,4.2%
2019-01,7,广汽丰田,79700,3.89%
2019-01,8,一汽丰田,78369,3.82%
2019-01,9,广汽本田,73538,3.59%
2019-01,10,上汽通用五菱,72188,3.52%
2019-01,11,长安汽车,69844,3.41%
2019-01,12,东风本田,66286,3.23%
2019-01,13,上汽通用雪佛兰,60595,2.95%
2019-01,14,上汽通用五菱,57235,2.79%
2019-01,15,北京奔驰,54256,2.65%
2019-01,16,华晨宝马,53289,2.6%
2019-01,17,一汽-大众奥迪,50987,2.49%
2019-01,18,比亚迪,43257,2.11%
2019-01,19,上汽集团,41336,2.02%
2019-01,20,奇瑞汽车,40626,1.98%
2019-01,21,北京现代,31997,1.56%
2019-01,22,广汽乘用车,31929,1.56%
2019-01,23,悦达起亚,30169,1.47%
2019-01,24,上汽通用凯迪拉克,26801,1.31%
2019-01,25,东风小康,24342,1.19%
2019-01,26,上汽大众斯柯达,22876,1.12%
2019-01,27,江淮汽车,19353,0.94%
2019-01,28,上汽集团,18667,0.91%
2019-01,29,长安福特,14736,0.72%
2019-01,30,沃尔沃亚太,13332,0.65%
2019-01,31,领克,12588,0.61%
2019-01,32,长安马自达,12278,0.6%
2019-01,33,东风日产,12150,0.59%
2019-01,34,广汽三菱,12015,0.59%
2019-01,35,东风风行,11086,0.54%
2019-01,36,长安汽车,10765,0.52%
2019-01,37,长城汽车,10167,0.5%
2019-01,38,奇瑞汽车,10058,0.49%
2019-01,39,众泰汽车,9601,0.47%
2019-01,40,广汽菲克Jeep,9217,0.45%
2019-01,41,东风乘用车,8517,0.42%
2019-01,42,一汽奔腾,8413,0.41%
2019-01,43,北汽幻速,7898,0.39%
2019-01,44,猎豹汽车,7035,0.34%
2019-01,45,SWM斯威汽车,6830,0.33%
2019-01,46,东风标致,6504,0.32%
2019-01,47,北京汽车,6206,0.3%
2019-01,48,华泰汽车,6084,0.3%
2019-01,49,东风雪铁龙,5750,0.28%
2019-01,50,吉利新能源,5386,0.26%
2019-01,51,一汽红旗,5203,0.25%
2019-01,52,君马汽车,5013,0.24%
2019-01,53,宝沃汽车,4630,0.23%
2019-01,54,汉腾汽车,4598,0.22%
2019-01,55,华晨雷诺,4503,0.22%
2019-01,56,江淮新能源,4248,0.21%
2019-01,57,奇瑞新能源,3848,0.19%
2019-01,58,鑫源汽车,3815,0.19%
2019-01,59,长城新能源,3785,0.18%
2019-01,60,上汽大通,3370,0.16%
2019-01,61,比速汽车,3032,0.15%
2019-01,62,一汽马自达,3031,0.15%
2019-01,63,东风雷诺,3030,0.15%
2019-01,64,东南汽车,2979,0.15%
2019-01,65,华晨中华,2668,0.13%
2019-01,66,长安汽车新能源,2405,0.12%
2019-01,67,大乘汽车,2207,0.11%
2019-01,68,福建奔驰,1975,0.1%
2019-01,69,广汽埃安,1967,0.1%
2019-01,70,奇瑞捷豹路虎,1850,0.09%
2019-01,71,蔚来,1803,0.09%
2019-01,72,郑州日产,1739,0.08%
2019-01,73,江铃汽车,1694,0.08%
2019-01,74,东风小康,1650,0.08%
2019-01,75,北汽昌河,1631,0.08%
2019-01,76,长安铃木,1572,0.08%
2019-01,77,东风英菲尼迪,1521,0.07%
2019-01,78,开瑞汽车,1450,0.07%
2019-01,79,华泰新能源,1445,0.07%
2019-01,80,一汽吉林,1366,0.07%
2019-01,81,北京越野,1328,0.06%
2019-01,82,中国重汽VGV,1131,0.06%
2019-01,83,福田汽车,987,0.05%
2019-01,84,广汽讴歌,898,0.04%
2019-01,85,凯翼汽车,894,0.04%
2019-01,86,奇瑞捷豹路虎,862,0.04%
2019-01,87,海马汽车,728,0.04%
2019-01,88,福田商用车,695,0.03%
2019-01,89,长安汽车,603,0.03%
2019-01,90,小鹏汽车,599,0.03%
2019-01,91,江铃集团新能源,579,0.03%
2019-01,92,力帆汽车,565,0.03%
2019-01,93,天津一汽,482,0.02%
2019-01,94,观致汽车,482,0.02%
2019-01,95,众泰新能源,425,0.02%
2019-01,96,云度新能源,344,0.02%
2019-01,97,北京汽车制造厂,317,0.02%
2019-01,98,长安凯程,313,0.02%
2019-01,99,DS汽车,303,0.01%
2019-01,100,江铃福特,301,0.01%
2019-01,101,一汽海马,272,0.01%
2019-01,102,江西五十铃,159,0.01%
2019-01,103,长城汽车,147,0.01%
2019-01,104,腾势汽车,93,-
2019-01,105,福迪汽车,82,-
2019-01,106,福汽新龙马,76,-
2019-01,107,郑州日产,61,-
2019-01,108,郑州日产,60,-
2019-01,109,野马汽车,46,-
2019-01,110,绵阳金杯,17,-
2019-01,111,悦达起亚,3,-
2019-02,1,上汽大众,97308,7.86%
2019-02,2,一汽-大众,79080,6.39%
2019-02,3,吉利汽车,71350,5.77%
2019-02,4,上汽通用别克,61811,5%
2019-02,5,东风日产,61104,4.94%
2019-02,6,长城汽车,49316,3.99%
2019-02,7,长安汽车,45640,3.69%
2019-02,8,广汽本田,41800,3.38%
2019-02,9,上汽通用五菱,41377,3.34%
2019-02,10,一汽丰田,39814,3.22%
2019-02,11,北京现代,38717,3.13%
2019-02,12,北京奔驰,38416,3.1%
2019-02,13,上汽通用五菱,38114,3.08%
2019-02,14,东风本田,33059,2.67%
2019-02,15,华晨宝马,32929,2.66%
2019-02,16,一汽-大众奥迪,30295,2.45%
2019-02,17,上汽通用雪佛兰,28456,2.3%
2019-02,18,上汽集团,27453,2.22%
2019-02,19,广汽丰田,27206,2.2%
2019-02,20,比亚迪,26409,2.13%
2019-02,21,悦达起亚,22024,1.78%
2019-02,22,广汽乘用车,20842,1.68%
2019-02,23,奇瑞汽车,19973,1.61%
2019-02,24,东风小康,15079,1.22%
2019-02,25,上汽大众斯柯达,13522,1.09%
2019-02,26,上汽集团,12542,1.01%
2019-02,27,上汽通用凯迪拉克,11007,0.89%
2019-02,28,长安汽车,9354,0.76%
2019-02,29,北汽幻速,8582,0.69%
2019-02,30,众泰汽车,8534,0.69%
2019-02,31,江淮汽车,7890,0.64%
2019-02,32,领克,7276,0.59%
2019-02,33,奇瑞汽车,7099,0.57%
2019-02,34,广汽三菱,6976,0.56%
2019-02,35,长安马自达,6897,0.56%
2019-02,36,长安福特,6799,0.55%
2019-02,37,一汽奔腾,6536,0.53%
2019-02,38,长城汽车,6205,0.5%
2019-02,39,沃尔沃亚太,5263,0.43%
2019-02,40,北京汽车,5253,0.42%
2019-02,41,东风风行,5078,0.41%
2019-02,42,东风日产,5010,0.4%
2019-02,43,吉利新能源,4926,0.4%
2019-02,44,广汽菲克Jeep,4807,0.39%
2019-02,45,SWM斯威汽车,4234,0.34%
2019-02,46,一汽马自达,4007,0.32%
2019-02,47,东风乘用车,4002,0.32%
2019-02,48,鑫源汽车,3551,0.29%
2019-02,49,东风雪铁龙,3500,0.28%
2019-02,50,君马汽车,3329,0.27%
2019-02,51,华晨中华,3303,0.27%
2019-02,52,长城新能源,3280,0.27%
2019-02,53,奇瑞新能源,3177,0.26%
2019-02,54,东风标致,3073,0.25%
2019-02,55,华泰汽车,3036,0.25%
2019-02,56,上汽大通,3000,0.24%
2019-02,57,北汽新能源,2866,0.23%
2019-02,58,江铃汽车,2831,0.23%
2019-02,59,北汽昌河,2725,0.22%
2019-02,60,汉腾汽车,2689,0.22%
2019-02,61,东风小康,2594,0.21%
2019-02,62,一汽红旗,2532,0.2%
2019-02,63,比速汽车,2466,0.2%
2019-02,64,长安汽车,2432,0.2%
2019-02,65,宝沃汽车,2337,0.19%
2019-02,66,猎豹汽车,2249,0.18%
2019-02,67,东南汽车,2021,0.16%
2019-02,68,江淮新能源,1686,0.14%
2019-02,69,开瑞汽车,1627,0.13%
2019-02,70,华晨雷诺,1591,0.13%
2019-02,71,长安汽车新能源,1522,0.12%
2019-02,72,奇瑞捷豹路虎,1492,0.12%
2019-02,73,东风雷诺,1470,0.12%
2019-02,74,北汽昌河,1241,0.1%
2019-02,75,郑州日产,1221,0.1%
2019-02,76,福建奔驰,1179,0.1%
2019-02,77,大乘汽车,1153,0.09%
2019-02,78,奇瑞捷豹路虎,1069,0.09%
2019-02,79,东风英菲尼迪,1055,0.09%
2019-02,80,长安铃木,1049,0.08%
2019-02,81,海马汽车,916,0.07%
2019-02,82,江铃集团新能源,908,0.07%
2019-02,83,长安凯程,901,0.07%
2019-02,84,凯翼汽车,844,0.07%
2019-02,85,一汽吉林,826,0.07%
2019-02,86,广汽埃安,809,0.07%
2019-02,87,力帆汽车,674,0.05%
2019-02,88,蔚来,654,0.05%
2019-02,89,广汽讴歌,645,0.05%
2019-02,90,中国重汽VGV,619,0.05%
2019-02,91,小鹏汽车,600,0.05%
2019-02,92,福田汽车,572,0.05%
2019-02,93,福田商用车,498,0.04%
2019-02,94,知豆电动车,485,0.04%
2019-02,95,福汽新龙马,464,0.04%
2019-02,96,昌河铃木,400,0.03%
2019-02,97,一汽海马,367,0.03%
2019-02,98,天津一汽,318,0.03%
2019-02,99,华泰新能源,270,0.02%
2019-02,100,众泰新能源,264,0.02%
2019-02,101,长城汽车,209,0.02%
2019-02,102,江铃福特,197,0.02%
2019-02,103,北京越野,181,0.01%
2019-02,104,云度新能源,180,0.01%
2019-02,105,江西五十铃,157,0.01%
2019-02,106,DS汽车,150,0.01%
2019-02,107,观致汽车,150,0.01%
2019-02,108,野马汽车,108,0.01%
2019-02,109,北京汽车制造厂,89,0.01%
2019-02,110,郑州日产,78,0.01%
2019-02,111,福迪汽车,21,-
2019-02,112,广汽菲克菲亚特,19,-
2019-02,113,郑州日产,10,-
2019-02,114,悦达起亚,8,-
2019-02,115,腾势汽车,3,-
2019-03,1,上汽大众,146450,7.29%
2019-03,2,一汽-大众,114223,5.69%
2019-03,3,东风日产,114005,5.68%
2019-03,4,吉利汽车,109324,5.44%
2019-03,5,上汽通用别克,87555,4.36%
2019-03,6,上汽通用五菱,77565,3.86%
2019-03,7,北京现代,75827,3.77%
2019-03,8,东风本田,73536,3.66%
2019-03,9,广汽本田,72180,3.59%
2019-03,10,长城汽车,70570,3.51%
2019-03,11,长安汽车,59055,2.94%
2019-03,12,一汽丰田,58935,2.93%
2019-03,13,广汽丰田,54918,2.73%
2019-03,14,北京奔驰,52435,2.61%
2019-03,15,上汽通用五菱,50183,2.5%
2019-03,16,华晨宝马,49482,2.46%
2019-03,17,一汽-大众奥迪,48821,2.43%
2019-03,18,上汽集团,47816,2.38%
2019-03,19,比亚迪,44378,2.21%
2019-03,20,上汽通用雪佛兰,36260,1.81%
2019-03,21,广汽乘用车,35015,1.74%
2019-03,22,奇瑞汽车,34593,1.72%
2019-03,23,悦达起亚,31138,1.55%
2019-03,24,长安汽车,23065,1.15%
2019-03,25,北汽幻速,22451,1.12%
2019-03,26,上汽通用凯迪拉克,18007,0.9%
2019-03,27,上汽大众斯柯达,17208,0.86%
2019-03,28,上汽集团,17162,0.85%
2019-03,29,北汽新能源,16711,0.83%
2019-03,30,众泰汽车,15571,0.78%
2019-03,31,长安福特,15265,0.76%
2019-03,32,北京汽车,14452,0.72%
2019-03,33,东风小康,14260,0.71%
2019-03,34,长安马自达,14223,0.71%
2019-03,35,东风日产,13560,0.68%
2019-03,36,广汽三菱,12838,0.64%
2019-03,37,奇瑞汽车,11929,0.59%
2019-03,38,沃尔沃亚太,11823,0.59%
2019-03,39,东风风行,10705,0.53%
2019-03,40,江淮汽车,10295,0.51%
2019-03,41,长城汽车,10247,0.51%
2019-03,42,东风标致,9818,0.49%
2019-03,43,领克,9065,0.45%
2019-03,44,一汽马自达,8551,0.43%
2019-03,45,广汽菲克Jeep,7663,0.38%
2019-03,46,长城新能源,7031,0.35%
2019-03,47,华泰汽车,6980,0.35%
2019-03,48,江铃福特,6691,0.33%
2019-03,49,君马汽车,6585,0.33%
2019-03,50,鑫源汽车,6571,0.33%
2019-03,51,吉利新能源,6254,0.31%
2019-03,52,东风乘用车,6208,0.31%
2019-03,53,一汽奔腾,6181,0.31%
2019-03,54,北京越野,6019,0.3%
2019-03,55,东风雪铁龙,5407,0.27%
2019-03,56,江淮新能源,5260,0.26%
2019-03,57,猎豹汽车,4977,0.25%
2019-03,58,宝沃汽车,4496,0.22%
2019-03,59,一汽红旗,4496,0.22%
2019-03,60,东风小康,4481,0.22%
2019-03,61,SWM斯威汽车,4081,0.2%
2019-03,62,华晨中华,3860,0.19%
2019-03,63,上汽大通,3728,0.19%
2019-03,64,长安汽车新能源,3603,0.18%
2019-03,65,奇瑞新能源,3496,0.17%
2019-03,66,北汽昌河,3225,0.16%
2019-03,67,奇瑞捷豹路虎,3154,0.16%
2019-03,68,汉腾汽车,2790,0.14%
2019-03,69,福建奔驰,2722,0.14%
2019-03,70,比速汽车,2667,0.13%
2019-03,71,东风英菲尼迪,2613,0.13%
2019-03,72,开瑞汽车,2484,0.12%
2019-03,73,东南汽车,2308,0.11%
2019-03,74,华泰新能源,2250,0.11%
2019-03,75,华晨雷诺,2245,0.11%
2019-03,76,昌河铃木,2068,0.1%
2019-03,77,郑州日产,1980,0.1%
2019-03,78,长安铃木,1704,0.08%
2019-03,79,奇瑞捷豹路虎,1658,0.08%
2019-03,80,广汽埃安,1587,0.08%
2019-03,81,长安汽车,1555,0.08%
2019-03,82,凯翼汽车,1390,0.07%
2019-03,83,蔚来,1356,0.07%
2019-03,84,东风雷诺,1343,0.07%
2019-03,85,小鹏汽车,1256,0.06%
2019-03,86,大乘汽车,1096,0.05%
2019-03,87,长安凯程,1075,0.05%
2019-03,88,福田商用车,1042,0.05%
2019-03,89,天津一汽,848,0.04%
2019-03,90,广汽讴歌,781,0.04%
2019-03,91,中国重汽VGV,720,0.04%
2019-03,92,一汽吉林,547,0.03%
2019-03,93,江铃集团新能源,523,0.03%
2019-03,94,众泰新能源,522,0.03%
2019-03,95,郑州日产,392,0.02%
2019-03,96,海马汽车,352,0.02%
2019-03,97,北汽新能源,300,0.01%
2019-03,98,野马汽车,280,0.01%
2019-03,99,一汽海马,274,0.01%
2019-03,100,福田汽车,258,0.01%
2019-03,101,江西五十铃,248,0.01%
2019-03,102,云度新能源,239,0.01%
2019-03,103,长城汽车,237,0.01%
2019-03,104,观致汽车,192,0.01%
2019-03,105,北京汽车制造厂,173,0.01%
2019-03,106,悦达起亚,164,0.01%
2019-03,107,江铃汽车,158,0.01%
2019-03,108,DS汽车,153,0.01%
2019-03,109,力帆汽车,106,0.01%
2019-03,110,东风裕隆,96,-
2019-03,111,福迪汽车,63,-
2019-03,112,郑州日产,62,-
2019-03,113,绵阳金杯,28,-
2019-03,114,腾势汽车,27,-
2019-03,115,福汽新龙马,3,-
2019-03,116,华晨华颂,2,-
2019-04,1,上汽大众,123208,7.81%
2019-04,2,一汽-大众,109797,6.96%
2019-04,3,吉利汽车,87726,5.56%
2019-04,4,东风日产,81156,5.15%
2019-04,5,广汽本田,70119,4.45%
2019-04,6,上汽通用别克,63868,4.05%
2019-04,7,一汽丰田,62257,3.95%
2019-04,8,东风本田,62002,3.93%
2019-04,9,长城汽车,58444,3.71%
2019-04,10,北京现代,51023,3.24%
2019-04,11,上汽通用五菱,50331,3.19%
2019-04,12,华晨宝马,49945,3.17%
2019-04,13,上汽集团,45935,2.91%
2019-04,14,北京奔驰,44159,2.8%
2019-04,15,广汽丰田,43300,2.75%
2019-04,16,一汽-大众奥迪,40334,2.56%
2019-04,17,比亚迪,34912,2.21%
2019-04,18,上汽通用雪佛兰,33680,2.14%
2019-04,19,长安汽车,32517,2.06%
2019-04,20,奇瑞汽车,29983,1.9%
2019-04,21,广汽乘用车,26995,1.71%
2019-04,22,悦达起亚,22631,1.44%
2019-04,23,上汽通用五菱,21841,1.39%
2019-04,24,上汽集团,19820,1.26%
2019-04,25,上汽大众斯柯达,19728,1.25%
2019-04,26,上汽通用凯迪拉克,16980,1.08%
2019-04,27,长安福特,14797,0.94%
2019-04,28,众泰汽车,14673,0.93%
2019-04,29,广汽三菱,9941,0.63%
2019-04,30,领克,9103,0.58%
2019-04,31,奇瑞汽车,9103,0.58%
2019-04,32,长安马自达,8597,0.55%
2019-04,33,沃尔沃亚太,8580,0.54%
2019-04,34,鑫源汽车,8126,0.52%
2019-04,35,东风日产,8100,0.51%
2019-04,36,东风风行,8008,0.51%
2019-04,37,长城汽车,7293,0.46%
2019-04,38,一汽马自达,6880,0.44%
2019-04,39,宝沃汽车,6711,0.43%
2019-04,40,江淮汽车,6359,0.4%
2019-04,41,长安汽车,6304,0.4%
2019-04,42,江铃福特,6200,0.39%
2019-04,43,吉利新能源,6062,0.38%
2019-04,44,君马汽车,6016,0.38%
2019-04,45,一汽奔腾,5687,0.36%
2019-04,46,北京汽车,5423,0.34%
2019-04,47,东风雪铁龙,5379,0.34%
2019-04,48,华泰汽车,5318,0.34%
2019-04,49,北汽新能源,5238,0.33%
2019-04,50,奇瑞新能源,5154,0.33%
2019-04,51,东风小康,4981,0.32%
2019-04,52,广汽菲克Jeep,4917,0.31%
2019-04,53,上汽大通,4868,0.31%
2019-04,54,长城新能源,4614,0.29%
2019-04,55,一汽红旗,4505,0.29%
2019-04,56,江淮新能源,3945,0.25%
2019-04,57,东风标致,3568,0.23%
2019-04,58,SWM斯威汽车,3392,0.22%
2019-04,59,东风乘用车,3287,0.21%
2019-04,60,东风小康,3053,0.19%
2019-04,61,东风英菲尼迪,2955,0.19%
2019-04,62,汉腾汽车,2884,0.18%
2019-04,63,比速汽车,2722,0.17%
2019-04,64,开瑞汽车,2443,0.15%
2019-04,65,小鹏汽车,2200,0.14%
2019-04,66,星途,2113,0.13%
2019-04,67,福建奔驰,2093,0.13%
2019-04,68,北汽幻速,1933,0.12%
2019-04,69,华晨中华,1856,0.12%
2019-04,70,广汽埃安,1794,0.11%
2019-04,71,奇瑞捷豹路虎,1767,0.11%
2019-04,72,华晨雷诺,1576,0.1%
2019-04,73,奇瑞捷豹路虎,1565,0.1%
2019-04,74,蔚来,1508,0.1%
2019-04,75,长安铃木,1452,0.09%
2019-04,76,郑州日产,1357,0.09%
2019-04,77,东南汽车,1122,0.07%
2019-04,78,长安凯程,1077,0.07%
2019-04,79,猎豹汽车,1073,0.07%
2019-04,80,吉利几何,1017,0.06%
2019-04,81,福田商用车,951,0.06%
2019-04,82,郑州日产,917,0.06%
2019-04,83,天津一汽,912,0.06%
2019-04,84,长安汽车新能源,908,0.06%
2019-04,85,广汽讴歌,901,0.06%
2019-04,86,华泰新能源,869,0.06%
2019-04,87,中国重汽VGV,720,0.05%
2019-04,88,昌河铃木,669,0.04%
2019-04,89,大乘汽车,603,0.04%
2019-04,90,东风雷诺,547,0.03%
2019-04,91,凯翼汽车,530,0.03%
2019-04,92,力帆汽车,524,0.03%
2019-04,93,福汽新龙马,523,0.03%
2019-04,94,长城汽车,388,0.02%
2019-04,95,长安汽车,374,0.02%
2019-04,96,北京越野,356,0.02%
2019-04,97,江铃集团新能源,294,0.02%
2019-04,98,北汽昌河,283,0.02%
2019-04,99,一汽吉林,247,0.02%
2019-04,100,海马汽车,229,0.01%
2019-04,101,一汽海马,221,0.01%
2019-04,102,众泰新能源,210,0.01%
2019-04,103,DS汽车,209,0.01%
2019-04,104,云度新能源,200,0.01%
2019-04,105,江西五十铃,180,0.01%
2019-04,106,福田汽车,155,0.01%
2019-04,107,北京汽车制造厂,154,0.01%
2019-04,108,野马汽车,96,0.01%
2019-04,109,郑州日产,80,0.01%
2019-04,110,江铃汽车,75,-
2019-04,111,福迪汽车,58,-
2019-04,112,观致汽车,30,-
2019-04,113,绵阳金杯,8,-
2019-04,114,华晨华颂,7,-
2019-04,115,腾势汽车,6,-
2019-04,116,东风裕隆,5,-
2019-04,117,悦达起亚,1,-
2019-05,1,上汽大众,131992,8.18%
2019-05,2,一汽-大众,97706,6.06%
2019-05,3,东风日产,89266,5.53%
2019-05,4,吉利汽车,75346,4.67%
2019-05,5,上汽通用别克,71286,4.42%
2019-05,6,上汽通用雪佛兰,70427,4.37%
2019-05,7,长城汽车,68485,4.25%
2019-05,8,一汽丰田,67826,4.2%
2019-05,9,广汽本田,65011,4.03%
2019-05,10,东风本田,63045,3.91%
2019-05,11,上汽通用五菱,51708,3.21%
2019-05,12,广汽丰田,50600,3.14%
2019-05,13,北京奔驰,47629,2.95%
2019-05,14,华晨宝马,46602,2.89%
2019-05,15,一汽-大众奥迪,37320,2.31%
2019-05,16,北京现代,37235,2.31%
2019-05,17,长安汽车,36714,2.28%
2019-05,18,上汽集团,35332,2.19%
2019-05,19,比亚迪,31905,1.98%
2019-05,20,广汽乘用车,27673,1.72%
2019-05,21,上汽通用五菱,27589,1.71%
2019-05,22,奇瑞汽车,25230,1.56%
2019-05,23,上汽大众斯柯达,21581,1.34%
2019-05,24,上汽通用凯迪拉克,20586,1.28%
2019-05,25,上汽集团,19659,1.22%
2019-05,26,悦达起亚,16908,1.05%
2019-05,27,众泰汽车,12760,0.79%
2019-05,28,沃尔沃亚太,11464,0.71%
2019-05,29,广汽三菱,9952,0.62%
2019-05,30,东风小康,9598,0.59%
2019-05,31,长安马自达,9522,0.59%
2019-05,32,领克,9190,0.57%
2019-05,33,江淮汽车,8880,0.55%
2019-05,34,北汽新能源,8574,0.53%
2019-05,35,奇瑞汽车,8142,0.5%
2019-05,36,北京汽车,8126,0.5%
2019-05,37,东风日产,8055,0.5%
2019-05,38,长安福特,7418,0.46%
2019-05,39,一汽奔腾,7342,0.46%
2019-05,40,宝沃汽车,7153,0.44%
2019-05,41,一汽马自达,7010,0.43%
2019-05,42,长城汽车,6217,0.39%
2019-05,43,江淮新能源,5889,0.37%
2019-05,44,东风风行,5666,0.35%
2019-05,45,比速汽车,5184,0.32%
2019-05,46,君马汽车,5114,0.32%
2019-05,47,一汽红旗,4668,0.29%
2019-05,48,东风雪铁龙,4628,0.29%
2019-05,49,长城新能源,4541,0.28%
2019-05,50,吉利新能源,4398,0.27%
2019-05,51,奇瑞新能源,4261,0.26%
2019-05,52,广汽菲克Jeep,4049,0.25%
2019-05,53,长安汽车,3998,0.25%
2019-05,54,上汽大通,3842,0.24%
2019-05,55,鑫源汽车,3799,0.24%
2019-05,56,观致汽车,3729,0.23%
2019-05,57,东风标致,3677,0.23%
2019-05,58,江铃福特,3497,0.22%
2019-05,59,东风乘用车,3394,0.21%
2019-05,60,汉腾汽车,3164,0.2%
2019-05,61,华泰汽车,3005,0.19%
2019-05,62,东风小康,2932,0.18%
2019-05,63,SWM斯威汽车,2790,0.17%
2019-05,64,小鹏汽车,2704,0.17%
2019-05,65,东风英菲尼迪,2638,0.16%
2019-05,66,长安汽车新能源,2566,0.16%
2019-05,67,东南汽车,2423,0.15%
2019-05,68,北京越野,2388,0.15%
2019-05,69,福建奔驰,2323,0.14%
2019-05,70,奇瑞捷豹路虎,2297,0.14%
2019-05,71,凯翼汽车,2258,0.14%
2019-05,72,广汽埃安,1954,0.12%
2019-05,73,奇瑞捷豹路虎,1922,0.12%
2019-05,74,腾势汽车,1859,0.12%
2019-05,75,大乘汽车,1830,0.11%
2019-05,76,北汽幻速,1808,0.11%
2019-05,77,星途,1701,0.11%
2019-05,78,长安铃木,1441,0.09%
2019-05,79,华晨中华,1380,0.09%
2019-05,80,吉利几何,1375,0.09%
2019-05,81,郑州日产,1325,0.08%
2019-05,82,华晨雷诺,1315,0.08%
2019-05,83,开瑞汽车,1231,0.08%
2019-05,84,郑州日产,1185,0.07%
2019-05,85,长安凯程,1071,0.07%
2019-05,86,蔚来,1068,0.07%
2019-05,87,东风雷诺,1008,0.06%
2019-05,88,天津一汽,969,0.06%
2019-05,89,广汽讴歌,955,0.06%
2019-05,90,猎豹汽车,807,0.05%
2019-05,91,力帆汽车,806,0.05%
2019-05,92,北汽昌河,739,0.05%
2019-05,93,福田汽车,673,0.04%
2019-05,94,中国重汽VGV,627,0.04%
2019-05,95,福田商用车,566,0.04%
2019-05,96,长城汽车,550,0.03%
2019-05,97,江铃集团新能源,500,0.03%
2019-05,98,华泰新能源,468,0.03%
2019-05,99,一汽吉林,252,0.02%
2019-05,100,云度新能源,220,0.01%
2019-05,101,众泰新能源,187,0.01%
2019-05,102,一汽海马,174,0.01%
2019-05,103,福汽新龙马,172,0.01%
2019-05,104,悦达起亚,137,0.01%
2019-05,105,江西五十铃,125,0.01%
2019-05,106,北京汽车制造厂,123,0.01%
2019-05,107,长安汽车,122,0.01%
2019-05,108,昌河铃木,119,0.01%
2019-05,109,DS汽车,105,0.01%
2019-05,110,海马汽车,103,0.01%
2019-05,111,东风裕隆,103,0.01%
2019-05,112,江铃汽车,89,0.01%
2019-05,113,福迪汽车,63,-
2019-05,114,北汽昌河,55,-
2019-05,115,北汽新能源,10,-
2019-05,116,郑州日产,4,-
2019-05,117,华晨华颂,4,-
2019-06,1,上汽大众,133008,7.74%
2019-06,2,一汽-大众,100173,5.83%
2019-06,3,东风日产,97335,5.67%
2019-06,4,吉利汽车,73324,4.27%
2019-06,5,广汽本田,70164,4.08%
2019-06,6,上汽通用别克,69437,4.04%
2019-06,7,东风本田,66203,3.85%
2019-06,8,北京现代,63076,3.67%
2019-06,9,一汽丰田,60285,3.51%
2019-06,10,广汽丰田,55500,3.23%
2019-06,11,一汽-大众奥迪,50666,2.95%
2019-06,12,长安汽车,49963,2.91%
2019-06,13,上汽通用雪佛兰,47148,2.74%
2019-06,14,广汽乘用车,45618,2.66%
2019-06,15,北京奔驰,45151,2.63%
2019-06,16,长城汽车,45056,2.62%
2019-06,17,华晨宝马,42315,2.46%
2019-06,18,比亚迪,37254,2.17%
