年月,排名,厂商,销量,占销量份额
2017-09,18,广汽丰田,40985,1.76%
2017-09,19,悦达起亚,39977,1.72%
2017-09,20,上汽集团,38214,1.64%
2017-09,21,北京奔驰,35377,1.52%
2017-09,22,华晨宝马,34496,1.48%
2017-09,23,众泰汽车,32978,1.42%
2017-09,24,比亚迪,32600,1.4%
2017-09,25,奇瑞汽车,30977,1.33%
2017-09,26,上汽大众斯柯达,29904,1.29%
2017-09,27,东风标致,25499,1.1%
2017-09,28,东风风行,22230,0.96%
2017-09,29,东风小康,20163,0.87%
2017-09,30,长安马自达,19265,0.83%
2017-09,31,江淮汽车,19228,0.83%
2017-09,32,北汽幻速,18645,0.8%
2017-09,33,广汽菲克Jeep,18304,0.79%
2017-09,34,长安汽车,18116,0.78%
2017-09,35,东南汽车,15549,0.67%
2017-09,36,东风雪铁龙,14551,0.63%
2017-09,37,东风乘用车,14024,0.6%
2017-09,38,东风日产,12582,0.54%
2017-09,39,华泰汽车,12554,0.54%
2017-09,40,广汽三菱,12063,0.52%
2017-09,41,一汽奔腾,11918,0.51%
2017-09,42,上汽集团,11814,0.51%
2017-09,43,上汽通用凯迪拉克,10760,0.46%
2017-09,44,一汽马自达,10597,0.46%
2017-09,45,沃尔沃亚太,10100,0.43%
2017-09,46,猎豹汽车,9935,0.43%
2017-09,47,华晨中华,9282,0.4%
2017-09,48,开瑞汽车,9201,0.4%
2017-09,49,北汽新能源,9143,0.39%
2017-09,50,北汽昌河,8405,0.36%
2017-09,51,力帆汽车,8315,0.36%
